w_viirs,w_modis,w_landsat,p_85,r_85,f1_85,p_60,r_60,f1_60,p_40,r_40,f1_40
0.15,0.05,0.7,1.0,0.0518151632067741,0.09852522576076966,0.9999847549355896,0.13997627014476918,0.24557705591320153,0.9993923666959761,0.2983346421742693,0.4595008997608854
0.15,0.05,0.75,1.0,0.05351167713739415,0.10158725014381668,0.9999848388368355,0.14075090480742966,0.24676840652042964,0.9993927573815699,0.2985267003550942,0.45972871496997136
0.15,0.05,0.8,1.0,0.053750682873531824,0.10201783732553524,0.9999848484848485,0.14084053195848129,0.24690614431508695,0.9993927660577658,0.29853096831466813,0.4597337767648668
0.15,0.1,0.0,1.0,0.030008023763998908,0.05826755340087431,0.9999686490892561,0.13613083856869707,0.23963846867592534,0.999364837398374,0.28539632272603116,0.4439969988314034
0.15,0.1,0.05,1.0,0.03736385208959301,0.0720361559048542,0.9999703918636842,0.14414393266866976,0.2519672409387549,0.9993709481661289,0.2881704964490576,0.4473474985589632
0.15,0.1,0.1,1.0,0.041644615542201585,0.07995935450695828,0.9999711599469343,0.14798296230538105,0.25781290663176915,0.9993774262066945,0.29117087202950015,0.45095498877941886
0.15,0.1,0.15,1.0,0.04480930756623873,0.08577509262549886,0.9999716030100809,0.15029192843485387,0.26130996330499895,0.9993821821327072,0.2934136847855777,0.4536406962185061
0.15,0.1,0.2,1.0,0.04727192024037148,0.0902763061374195,0.9999719353390211,0.1520716675771647,0.2639959101416632,0.999385207365939,0.29485838910133844,0.4553657644356415
0.15,0.1,0.25,1.0,0.04943577574433215,0.09421400887399496,0.9999722922612285,0.1540306610215788,0.26694280589507946,0.9993882823688586,0.2963415050532641,0.45713269943264956
0.15,0.1,0.3,1.0,0.05117283529090413,0.09736331376322606,0.9999725470817548,0.15546042747883093,0.2690872825324123,0.9993899725846502,0.29716308727123736,0.45810976632793043
0.15,0.1,0.35,1.0,0.05251084061731767,0.09978204231420375,0.9999727260330015,0.1564804698169899,0.27061398167318035,0.9993931302342517,0.2987102226167714,0.4599463421125699
0.15,0.1,0.4,1.0,0.05385951584266594,0.10221384355883502,0.9999729155099333,0.15757520144769188,0.2722494750677942,0.9993960709083805,0.3001655968314668,0.4616700008041317
0.15,0.1,0.45,1.0,0.055195387189292545,0.10461643001741248,0.9999730911537168,0.15860377970499864,0.2737833213306246,0.999396379698474,0.30031924337612675,0.4618517454978053
0.15,0.1,0.5,1.0,0.05650138281890194,0.10695941101023056,0.9999734304009352,0.16062892652280797,0.27679533428206854,0.9993979189244707,0.3010874760994264,0.46275982518428627
0.15,0.1,0.55,1.0,0.05758117659109533,0.10889221152119388,0.9999734667073511,0.16084872644086315,0.2771216118091491,0.9993980766779498,0.3011664333515433,0.4628530948375099
0.15,0.1,0.6,1.0,0.058221370527178365,0.11003627813370277,0.9999736855954949,0.1621867317672767,0.279105124382129,0.99940071209504,0.3024916347992352,0.4644168251581229
0.15,0.1,0.65,1.0,0.05909843621961213,0.11160140398386467,0.999973717064196,0.16238092392788855,0.2793926231359108,0.9994011511987544,0.30271356869707733,0.46467839494748153
0.15,0.1,0.7,1.0,0.0593032982791587,0.11196660743999776,0.9999737308727917,0.16246628311936628,0.279518965824251,0.9994011511987544,0.30271356869707733,0.46467839494748153
0.15,0.1,0.75,1.0,0.06099981220977875,0.11498552875844993,0.9999738534748732,0.1632281139033051,0.28064575307283063,0.9994015391006189,0.3029098948374761,0.464909709337268
0.15,0.15,0.0,1.0,0.038458583720295,0.07406859420915274,0.9999193656766564,0.15877663206774106,0.27403879797723096,0.9994117647058823,0.3081786909314395,0.4710915532010673
0.15,0.15,0.05,1.0,0.04575466061185469,0.08750553516076964,0.9999229761996457,0.16621995356459984,0.2850545099230384,0.9994166495092993,0.31076080647364107,0.4741029890056941
0.15,0.15,0.1,1.0,0.04992659109532915,0.09510491784619639,0.999924668541583,0.1699544181917509,0.29052851222786436,0.9994221657228707,0.31372917235727943,0.477550271313234
0.15,0.15,0.15,1.0,0.05301659382682327,0.1006946977618897,0.999925685550794,0.17228045615951926,0.2939204071750772,0.9994261487152483,0.3159079657197487,0.48007069544208975
0.15,0.15,0.2,1.0,0.05535756965310024,0.10490770378668239,0.9999264453488942,0.1740601953018301,0.29650659784070665,0.9994287404061992,0.3173420001365747,0.4817250349043249
0.15,0.15,0.25,1.0,0.05751288923791314,0.10877009599260633,0.9999272489178277,0.17598291108986616,0.29929175565842414,0.9994313544468082,0.318801642310844,0.48340522192704566
0.15,0.15,0.3,1.0,0.05917952745151598,0.11174598057782972,0.9999278282311902,0.17739560570882273,0.30133232320120057,0.9994328039503536,0.31961682258945645,0.48434195463629487
0.15,0.15,0.35,1.0,0.06052180073750341,0.11413589177594577,0.9999282322404699,0.17839430824911226,0.3027719476794197,0.9994355309993094,0.3211618239552035,0.4861141616816754
0.15,0.15,0.4,1.0,0.06185127014476919,0.11649704979179731,0.9999286453316208,0.1794271544659929,0.30425822560363314,0.9994380759721285,0.3226171981698989,0.48777977459935407
0.15,0.15,0.45,1.0,0.06317860557224803,0.11884852693822334,0.9999290620825008,0.18048134048074296,0.305772529822538,0.9994383395997013,0.3227687107347719,0.4879529635693489
0.15,0.15,0.5,1.0,0.06449527110079213,0.12117530786979958,0.9999298401524808,0.18248301352089594,0.3086404380223306,0.9994396983599642,0.3235518813165802,0.4888475476856808
0.15,0.15,0.55,1.0,0.06557506487298552,0.12307920302320877,0.9999299253705196,0.18270494741873805,0.30895781722783455,0.9994398202152408,0.3236223026495493,0.4889279352618301
0.15,0.15,0.6,1.0,0.06619605299098608,0.12417238425388491,0.9999304355891526,0.18404508672493855,0.31087177102651303,0.999442114451861,0.324953906036602,0.49044638299174353
0.15,0.15,0.65,1.0,0.06707952062278066,0.12572543906311873,0.9999305064918519,0.18423287694618956,0.3111396223423138,0.999442476715204,0.32516517003550943,0.4906870101180547
0.15,0.15,0.7,1.0,0.06726517686424474,0.12605147871849062,0.9999305362600722,0.18431183419830646,0.31125221628010896,0.999442476715204,0.32516517003550943,0.4906870101180547
0.15,0.2,0.0,1.0,0.053402844168260036,0.10139111445142443,0.9998893383663884,0.173535236274242,0.2957429669216656,0.9994051642557794,0.3155131794591642,0.47961229296015884
0.15,0.2,0.05,1.0,0.060336144496039336,0.11380569229716513,0.999893689905266,0.1806392549849768,0.3059974768013939,0.9994098237519113,0.31800566785031414,0.48248709763062636
0.15,0.2,0.1,1.0,0.06443338568697077,0.12106607431405647,0.999895808008891,0.18431183419830646,0.3112505337962871,0.9994152241087152,0.32094415801693527,0.4858623825499562
0.15,0.2,0.15,1.0,0.0674102874897569,0.12630623534327476,0.9998971005213574,0.18662720226714014,0.3145455984117165,0.9994191380801194,0.3231080135208959,0.48833830290578883
0.15,0.2,0.2,1.0,0.06967230606391696,0.13026850497848408,0.9998980470343015,0.1883599938541382,0.31700318199122257,0.9994216195965797,0.3244951003824092,0.4899211768856413
0.15,0.2,0.25,1.0,0.07179348197213876,0.13396887213763636,0.9998990556091433,0.19024216402622235,0.31966451881254865,0.9994242307264507,0.32596754643540016,0.49159783537453716
0.15,0.2,0.3,1.0,0.07344945028680688,0.13684752508314663,0.9998998040612754,0.19166339456432668,0.32166852902412474,0.9994256736912865,0.32678699467358646,0.4925293206675126
0.15,0.2,0.35,1.0,0.07480666143130292,0.1392002191941834,0.9999003178752202,0.1926514272056815,0.32305889299421175,0.9994283635607754,0.3283255940999727,0.49427517701332585
0.15,0.2,0.4,1.0,0.07611052308112537,0.1414548439935432,0.9999008603121798,0.1937056132204316,0.324539810400276,0.9994308774834437,0.3297767003550942,0.4959180529882933
0.15,0.2,0.45,1.0,0.07742078667030866,0.14371504175183406,0.9999013871540333,0.19474059341709915,0.325991205164019,0.9994311497239783,0.32993461485932807,0.4960966202796058
0.15,0.2,0.5,1.0,0.07871611240098333,0.14594407461992698,0.9999023956446768,0.19675293635618685,0.32880600980355446,0.9994324740905075,0.3307049815624146,0.496967131498059
0.15,0.2,0.55,1.0,0.0798087100518984,0.14782008944540292,0.9999025024374391,0.19696846831466813,0.3291069282854178,0.9994326131388744,0.3307860727943185,0.4970587056380822
0.15,0.2,0.6,1.0,0.08040409041245561,0.14884077379188837,0.9999031643730969,0.19831500956022943,0.33098447330508995,0.999434872236172,0.33210914026222343,0.49855123533416085
0.15,0.2,0.65,1.0,0.08127688814531549,0.15033501416039236,0.9999032549339983,0.19850066580169354,0.3312430114878676,0.999435227673844,0.3323182702813439,0.49878688004766
0.15,0.25,0.0,1.0,0.06948664982245288,0.12994393120098968,0.9998125410066548,0.18210529909860693,0.30809444725250923,0.9993819652191065,0.3243670615951926,0.48977046993489637
0.15,0.25,0.05,1.0,0.07617240849494673,0.14156171983906501,0.999819435510264,0.18905993922425568,0.317989874717122,0.9993863388584597,0.3266802956842393,0.4924033471269101
0.15,0.25,0.1,1.0,0.08010533324228353,0.14832874308993846,0.999822852081488,0.19270691068014204,0.32313285432112904,0.9993917393020532,0.32958250819448237,0.4956936324815813
0.15,0.25,0.15,1.0,0.0829862059546572,0.15325440988697447,0.9998249146458899,0.19497746517344988,0.3263189474135345,0.9993956305373745,0.3317058180824911,0.4980917803961278
0.15,0.25,0.2,1.0,0.08520767891286533,0.1570347880291896,0.9998264566792485,0.19671025676044795,0.3287423056896884,0.9993981534836669,0.33309717290357826,0.4996590876352846
0.15,0.25,0.25,1.0,0.08729897910406993,0.16057952924043753,0.9998281011624659,0.1985924269325321,0.33136663545112394,0.9994007777140307,0.33455681507784757,0.5012998059084413
0.15,0.25,0.3,1.0,0.08898482313575526,0.16342711348266828,0.9998292859886475,0.19997097787489757,0.333283540684151,0.9994022371592275,0.33537412933624694,0.5022169459352795
0.15,0.25,0.35,1.0,0.09026094304834745,0.16557677063250506,0.9998301233729004,0.20095687653646543,0.3346517553492041,0.9994049691406868,0.3369148627424201,0.5039428136416085
0.15,0.25,0.4,1.0,0.09155413479923519,0.16775005816101707,0.9998310043621998,0.20200466061185468,0.3361033934864234,0.999407541865991,0.33837877287626333,0.5055789461937382
0.15,0.25,0.45,1.0,0.09289000614586179,0.16998967073263602,0.999831860360029,0.20303323886916144,0.33752596374033955,0.9994077994077994,0.3385260174815624,0.5057433154057303
0.15,0.25,0.5,1.0,0.09414692024037148,0.17209191654021835,0.9998335050312699,0.20503917986888828,0.34029328483620713,0.9994091543364301,0.3393027861240098,0.5066098244071231
0.15,0.25,0.55,1.0,0.0952629916689429,0.17395455227384757,0.999833678104762,0.20525257784758263,0.3405871386154917,0.999409273154607,0.33937107347719203,0.5066859529673396
0.15,0.25,0.6,1.0,0.09582849631248293,0.17489688693979133,0.9998347517144509,0.20658631521442228,0.34242136985526106,0.999411565860804,0.340694140945097,0.5081594133243363
0.15,0.3,0.0,1.0,0.08673987639989074,0.15963318965940443,0.999820345834269,0.19001809614859327,0.3193441258956942,0.9993833518109121,0.3250968826823272,0.49060213028041444
0.15,0.3,0.05,1.0,0.09303084881180006,0.17022547700813934,0.999826751702706,0.1970452915869981,0.3292100520357031,0.9993878335167662,0.32747840412455614,0.4933096095705131
0.15,0.3,0.1,1.0,0.09684000273149412,0.17657999797660645,0.9998298216317978,0.2006005019120459,0.3341574435638532,0.9993930667562001,0.3303037933624693,0.49650913815087777
0.15,0.3,0.15,1.0,0.0996035065555859,0.18116258444388814,0.999831734814067,0.20288172630428844,0.3373165677954075,0.9993969294728265,0.3324207013111172,0.49889747740909585
0.15,0.3,0.2,1.0,0.10180150573613767,0.18479100855488823,0.9998331108144193,0.20455476645725212,0.3396258503401361,0.9993994646291056,0.333824860010926,0.5004774968606781
0.15,0.3,0.25,1.0,0.10387146612947282,0.1881948565872066,0.9998346133570387,0.20641346285167986,0.34218388222537854,0.9994020660526182,0.3352781002458345,0.5021092461682028
0.15,0.3,0.3,1.0,0.10551463056541928,0.19088780491571325,0.9998357154591753,0.20779841573340618,0.3440848056537103,0.9994035230214732,0.33609754848402074,0.5030277866496327
0.15,0.3,0.35,1.0,0.10681849221524174,0.19301898724415037,0.9998364777303109,0.2087672425566785,0.34541198402694656,0.9994062432886542,0.33763828189019396,0.5047517873036838
0.15,0.3,0.4,1.0,0.1081180859054903,0.19513820283357694,0.999837294202589,0.20981502663206775,0.34684493204808226,0.9994087827213606,0.3390893881453155,0.5063718726199087
0.15,0.3,0.45,1.0,0.10939847377765638,0.1972212444193101,0.9998380730695273,0.210824399071292,0.34822300314759136,0.9994090540464081,0.33924516866976234,0.5065455848966424
0.15,0.3,0.5,1.0,0.11066819175088774,0.1992821844954925,0.9998396022134894,0.21283460803059273,0.35096065873741994,0.9994103884536496,0.340013401393062,0.5074016575509327
0.15,0.3,0.55,1.0,0.11177145930073751,0.2010691286697314,0.9998397548248821,0.21303733611035236,0.35123624561310923,0.9994105067760365,0.34008168874624417,0.5074777054040412
0.15,0.35,0.0,0.9999800669749641,0.10705536397159246,0.19340524619488947,0.9998163902319603,0.20916416279705,0.34595388269842337,0.9993806171891634,0.3305470670581808,0.4967823977190543
0.15,0.35,0.05,0.9999811053377421,0.11293874624419557,0.20295551767577508,0.9998221800723134,0.2159758262769735,0.35521923928723104,0.9993851356544462,0.33297767003550943,0.49952300156865254
0.15,0.35,0.1,0.99998169939425,0.11660492351816444,0.20885578813991756,0.9998250303766707,0.21949475894564327,0.3599652133134319,0.999390243902439,0.3357689155968315,0.5026579431609078
0.15,0.35,0.15,0.9999821150716292,0.11931507784758263,0.21319260811292592,0.9998267731690886,0.22170342802512974,0.36293007381427306,0.9993940847523952,0.337898627424201,0.5050410974633439
0.15,0.35,0.2,0.9999824339516582,0.12148106733133024,0.21664357912683435,0.9998280638074315,0.22336793225894563,0.36515738760644545,0.9993965300477747,0.3392686424474187,0.5065701431284333
0.15,0.35,0.25,0.9999827267545299,0.12354035782573067,0.2199122128922832,0.9998294776331496,0.22522022671401257,0.36762887387967935,0.9993991099315862,0.3407261506419011,0.5081934080344255
0.15,0.35,0.3,0.9999829555138913,0.12519846012018573,0.222535360853288,0.9998305068785959,0.2265881077574433,0.3694492238264322,0.9994005544870994,0.34154773285987433,0.5091068713459593
0.15,0.35,0.35,0.9999831243566161,0.12645110625512154,0.22451194907788924,0.9998312394524658,0.22757187243922425,0.3707558911672473,0.9994032337272405,0.3430820643266867,0.5108098018189762
0.15,0.35,0.4,0.9999832937953156,0.12773362810707456,0.22653112972263117,0.9998320096314478,0.2286153885550396,0.37213963529753,0.999405756731662,0.34453957252116907,0.5124238682996963
0.15,0.35,0.45,0.9999834615066567,0.12902895383774926,0.2285658122792129,0.9998327495052173,0.2296268949740508,0.3734786917052363,0.9994060104319418,0.3446868171264682,0.5125867346210174
0.15,0.35,0.5,0.99998361998362,0.13027733201311117,0.2305223370552319,0.9998341961275584,0.23163070199399072,0.37612488521579435,0.99940733057989,0.3454550498497678,0.5134358938576279
0.15,0.4,0.0,0.9999825774866282,0.12248190385140673,0.21823366698035193,0.9998186379711634,0.21175694823818628,0.3494929181114259,0.9994127298375622,0.3522645793499044,0.5209197527844879
0.15,0.4,0.05,0.9999833322221482,0.12802811731767277,0.22699412036231278,0.9998243508299424,0.21864543499043976,0.3588222418729261,0.9994165659190289,0.354582081398525,0.5234498672946216
0.15,0.4,0.1,0.9999837838714385,0.1315939975416553,0.23258120786384423,0.9998270544490243,0.2220640706091232,0.3634131733390142,0.999421078703455,0.3573477192024037,0.5264579249592477
0.15,0.4,0.15,0.999984109580334,0.13429134799235182,0.23678413060941905,0.9998287410564773,0.22425139989074022,0.3663371168809437,0.9994244962859244,0.35947102909041245,0.5287590480196372
0.15,0.4,0.2,0.9999843574020774,0.13641892583993445,0.2400851773401235,0.9998300010388825,0.22591377014476918,0.3685523358938608,0.9994266834524295,0.3608431780934171,0.530242286362945
0.15,0.4,0.25,0.9999845890674844,0.13846968041518712,0.24325535101415754,0.9998313959478826,0.22778313643813167,0.3710362255742856,0.999429008712032,0.3623134901666211,0.5318283194045933
0.15,0.4,0.3,0.9999847663152763,0.14008083515432943,0.24573796635295703,0.9998323991135776,0.22914674952198852,0.3728433384374468,0.9994302730577891,0.36311800054629884,0.5326947007583762
0.15,0.4,0.35,0.9999848992781855,0.14131427547118275,0.24763382757137783,0.9998331015299027,0.23011130838568697,0.3741191899496581,0.9994326788669954,0.364658733952472,0.5343510734270709
0.15,0.4,0.4,0.9999850348687558,0.1425946633433488,0.24959751975048092,0.9998338548445158,0.23115482450150232,0.375497229381555,0.9994349229281478,0.3661077062278066,0.5359053893225627
0.15,0.4,0.45,0.9999851720047449,0.14391346285167986,0.2516155269677342,0.9998345770687057,0.23216419694072657,0.3768279588514426,0.999435149976416,0.3662549508331057,0.5360631544425964
0.15,0.45,0.0,0.9999841191697502,0.13437243922425568,0.23691017481945234,0.9998246553991526,0.2190252833925157,0.35933361691550125,0.9994132413876539,0.3525718724392243,0.5212557361067512
0.15,0.45,0.05,0.9999847351549381,0.139794881862879,0.24529785553005143,0.9998298708909095,0.22574091778202676,0.36832227851186433,0.9994171163483841,0.3549171162250751,0.5238149229475514
0.15,0.45,0.1,0.9999851073018898,0.14328820677410545,0.2506593498894084,0.9998323647742512,0.22909980196667576,0.3727811883663435,0.9994216137572447,0.35767848606937996,0.5268168645767197
0.15,0.45,0.15,0.9999853807581539,0.14596848538650642,0.2547508337818033,0.9998339498713111,0.2312871312482928,0.37567178328240985,0.9994250011855645,0.3597868580988801,0.5291007117482395
0.15,0.45,0.2,0.9999855899475474,0.14808752731494126,0.25797205968728854,0.9998351331299975,0.23294736752253484,0.3778589687895366,0.99942720143613,0.3611696770008194,0.5305947782905297
0.15,0.45,0.25,0.9999857835401829,0.15010413821360283,0.26102655353289456,0.9998364171725617,0.23477618819994536,0.3802614388121194,0.9994294956624026,0.3626229172357279,0.532161664054316
0.15,0.45,0.3,0.9999859321366271,0.15168968519530182,0.26342061768564295,0.9998373763382572,0.2361611410816717,0.3820760823969908,0.9994307678765294,0.36343382955476644,0.5330345392034278
0.15,0.45,0.35,0.9999860481339379,0.15295086724938542,0.2653202118149192,0.9998380173321455,0.2370958242283529,0.38329846083787134,0.9994331562677139,0.3649660270417919,0.5346809831007096
0.15,0.45,0.4,0.9999861616594938,0.15420564736410816,0.2672060435852541,0.9998387197935613,0.23812867044523353,0.3846470704824935,0.9994353965611577,0.36641499931712646,0.536234599709561
0.15,0.5,0.0,0.9999417766844733,0.14659800942365475,0.2557076095877791,0.9997394710363663,0.23747567263042885,0.38378741895433854,0.9994125545485062,0.35578991395793497,0.5247642548691284
0.15,0.5,0.05,0.9999437522850634,0.1517473026495493,0.2635060271769541,0.9997463394153561,0.24390748770827642,0.392143879066927,0.9994164096089945,0.3581415596831467,0.5273182579406599
0.15,0.5,0.1,0.9999450088673202,0.1552150198033324,0.26871858530665177,0.9997497713427788,0.24725356801420376,0.3964571549797947,0.9994208756596403,0.36090506350723844,0.530308280118966
0.15,0.5,0.15,0.999945916711736,0.15782060912319038,0.272614676869996,0.9997519353321073,0.2494110215788036,0.3992259779031379,0.9994242406439104,0.3630155695165255,0.5325836153646265
0.15,0.5,0.2,0.999946632511474,0.1599375170718383,0.27576716461844136,0.9997535710947392,0.2510669898934717,0.40134472930585424,0.9994264007819679,0.3643834505599563,0.5340545680020142
0.15,0.5,0.25,0.9999472879658426,0.1619263862332696,0.27871851193405967,0.9997553754143856,0.25291928434853866,0.4037080372029968,0.9994286880228525,0.3658430927342256,0.5356209471946112
0.15,0.5,0.3,0.9999478004410862,0.16351620117454246,0.28107043359126394,0.9997566848733502,0.2542807634526086,0.40544067234324893,0.9994299375839825,0.3666454691341164,0.5364805727855068
0.15,0.5,0.35,0.9999481939101942,0.16475817741054358,0.28290330677385733,0.9997575737310239,0.25521331261950286,0.4066252771015517,0.9994323085924149,0.36817766662114176,0.5381192913072702
0.15,0.55,0.0,0.9999038778424695,0.1553900061458618,0.26897929933952924,0.9997400199019247,0.23797715788036056,0.3844420887521438,0.9994135529118893,0.3563959642174269,0.5254233022292973
0.15,0.55,0.05,0.9999068703102549,0.16038351884730948,0.27642835600214793,0.999746873008807,0.2444217768369298,0.3928083336905731,0.9994174157036192,0.35876041382136026,0.5279888948908961
0.15,0.55,0.1,0.9999088090461427,0.16379361854684513,0.2814786291875241,0.9997502734075624,0.2477507853045616,0.39709612046482595,0.9994218732486594,0.361528185605026,0.5309808014467476
0.15,0.55,0.15,0.9999102426014259,0.16640987776563781,0.2853332260023857,0.9997524224185769,0.2499018369298006,0.3998545437162715,0.999425189599451,0.3636152178366566,0.5332288111857474
0.15,0.55,0.2,0.9999113463949645,0.1684819721387599,0.2883738428356713,0.9997540330104663,0.25153859942638623,0.4019471108761999,0.9994273593670568,0.3649937687790221,0.5347099234851386
0.15,0.55,0.25,0.9999123685528293,0.17044736752253484,0.2912479397908432,0.9997558285411177,0.2533887599016662,0.4043059227719165,0.9994296091076292,0.36643420513520897,0.5362543330939071
0.15,0.55,0.3,0.9999131718329426,0.17202437858508604,0.2935471125782235,0.9997571250303594,0.2547417030865884,0.4060264178731351,0.999430854647246,0.3672365815350997,0.5371132154382986
0.15,0.6,0.0,0.9998305946129087,0.17632648183556404,0.29978412698412693,0.9997497356077791,0.26426778885550395,0.4180347929117924,0.9993863387856202,0.382285406992625,0.5530268885252987
0.15,0.6,0.05,0.9998349971124495,0.18103190726577437,0.3065578954025169,0.9997556072371793,0.2706185127014477,0.42594125816815104,0.9993901458660206,0.3846733303742147,0.5555218273626727
0.15,0.6,0.1,0.9998380529335554,0.18444840890467085,0.3114424490501859,0.9997585161988892,0.2738792338158973,0.42997013305281073,0.9993944631916194,0.387417628380224,0.5583785072239779
0.15,0.6,0.15,0.9998402738163149,0.18701345260857688,0.3150911986883784,0.9997604272123775,0.2760644291177274,0.43265858981112193,0.9993977189975854,0.38951319653100247,0.560552294290799
0.15,0.6,0.2,0.9998420007222825,0.18905780524446872,0.3179879974731522,0.9997618151224347,0.27767344987708276,0.4346322978026217,0.9993998286783682,0.3908832115542202,0.5619699059195662
0.15,0.6,0.25,0.9998436156071624,0.191010396749522,0.3207454880664217,0.9997633930956579,0.27952574433214966,0.43689827175894347,0.9994020309204374,0.39232364791040697,0.5634573773606879
0.15,0.65,0.0,0.999832321272442,0.17814249863425294,0.3024048136120021,0.9997425003218746,0.2651256487298552,0.4191067332343813,0.9993678301861086,0.3913270793499044,0.5624234208399593
0.15,0.65,0.05,0.9998366851756801,0.18290340753892378,0.3092370637091129,0.9997483821760224,0.271324860010926,0.42681504233909884,0.999371236225466,0.3934482552581262,0.5646113823827088
0.15,0.65,0.1,0.9998396389585695,0.1862729616225075,0.31403947754226846,0.9997513829324383,0.2746005189838842,0.4308578316480278,0.9993756526044975,0.3962330988800874,0.5674738157890715
0.15,0.65,0.15,0.999841802546979,0.188820933488118,0.31765286615629007,0.9997533224384076,0.276760106528271,0.4335118295528235,0.9993788853133149,0.3982966573340617,0.5695875148198953
0.15,0.65,0.2,0.9998434617319841,0.19082260652827096,0.3204806798042445,0.9997547779974558,0.2784032709642174,0.435525169336774,0.9993809965954813,0.3996560024583447,0.570976484971174
0.15,0.7,0.0,0.9998343136442714,0.18028501434034416,0.30548630006960703,0.9997079600615651,0.2702856118546845,0.4255244808106125,0.9993678301861086,0.3913270793499044,0.5624234208399593
0.15,0.7,0.05,0.999838534818813,0.18499897568970228,0.3122269562805908,0.9997142790952687,0.2762650232177001,0.43290057765776907,0.9993712566736226,0.39346105913684787,0.5646245691720907
0.15,0.7,0.1,0.9998414208690136,0.18836639579349904,0.31700940218211066,0.9997176197635638,0.27953428025129745,0.4369043271179063,0.9993756526044975,0.3962330988800874,0.5674738157890715
0.15,0.7,0.15,0.9998435072266127,0.19087809000273148,0.32055892730110436,0.9997197840064829,0.2816938677956842,0.4395378998383415,0.9993788853133149,0.3982966573340617,0.5695875148198953
0.15,0.75,0.0,0.9998170424918813,0.1865866566511882,0.3144840484839766,0.9997031783351429,0.27311740303195847,0.4290256456670873,0.999352544711564,0.4018454657197487,0.573202767572043
0.15,0.75,0.05,0.999821647530933,0.19140518301010653,0.3213007640806852,0.9997095689391623,0.2791288240917782,0.43640816217586836,0.9993557177409985,0.40382579896203225,0.5752151326968262
0.15,0.75,0.1,0.9998246844319776,0.19472138759901667,0.32596021947873804,0.9997129193832299,0.28238741122644084,0.44038104746453677,0.9993600973491246,0.406591436765911,0.5780160239783274
0.15,0.8,0.0,0.9998185097380868,0.18809538036055723,0.31662436890117407,0.9996796363109358,0.27967725689702266,0.4370753148610409,0.9993525481475978,0.40184759969953565,0.5732049391284232
0.15,0.8,0.05,0.9998230656094836,0.19293951447691887,0.32345980677486463,0.9996861549497847,0.2854880838568697,0.4441397535323488,0.9993557381550876,0.4038386028407539,0.5752281252089755
0.15,0.85,0.0,0.9997518420952163,0.22352584676317946,0.3653632843838292,0.9996796363109358,0.27967725689702266,0.4370753148610409,0.9993525481475978,0.40184759969953565,0.5732049391284232
0.2,0.0,0.0,1.0,0.04433556405353729,0.08490673990159057,0.999916224518291,0.1528228284621688,0.26512509533011985,0.9969493125626955,0.3605422869434581,0.5295684853575895
0.2,0.0,0.05,1.0,0.051354223572794316,0.09769157230049139,0.99992,0.1600356801420377,0.27591205427440363,0.9969807398063468,0.3643066272876263,0.5336223630208707
0.2,0.0,0.1,1.0,0.05544079486479104,0.10505713846676426,0.9999214546597023,0.16299977806610216,0.28030613012548694,0.9970080152782198,0.3676377697350451,0.5371911263277533
0.2,0.0,0.15,1.0,0.05873565965583174,0.11095434279586884,0.9999224295078152,0.16504839866156787,0.283330005842951,0.9970178181042091,0.36884987025402893,0.5384853832961302
0.2,0.0,0.2,1.0,0.0610318219065829,0.11504239674341524,0.9999232167080443,0.16674064463261404,0.2858198445358939,0.9970284111483437,0.37016866976236,0.5398909723011132
0.2,0.0,0.25,1.0,0.0628926522807976,0.11834243495020881,0.9999239456972279,0.1683389954930347,0.2881649098902464,0.9970390818290112,0.37150667508877355,0.5413142707892838
0.2,0.0,0.3,1.0,0.0646702574433215,0.12148410644741668,0.9999245975393664,0.16979436970773013,0.29029462896379116,0.9970459506096655,0.3723730708822726,0.5422344170957487
0.2,0.0,0.35,1.0,0.06602320062824366,0.12386822461149802,0.999925,0.170705579076755,0.2916253499766682,0.9970583884292818,0.37395221592461075,0.5439085483004895
0.2,0.0,0.4,1.0,0.0674593690248566,0.12639238734956618,0.9999255213505461,0.1719006077574433,0.2933674212627101,0.9970698752571652,0.3754225279978148,0.5454638470446522
0.2,0.0,0.45,1.0,0.06836204247473368,0.12797542360524364,0.9999260919908354,0.17322794318492216,0.2952982047690937,0.9970719993656942,0.37569567741054355,0.5457524190960958
0.2,0.0,0.5,1.0,0.06939702267140126,0.1297872000766271,0.9999267426101608,0.1747665426113084,0.2975308395290921,0.9970786504156001,0.3765535372848948,0.5466579716565388
0.2,0.0,0.55,1.0,0.07065180278612401,0.1319790479075812,0.9999268729661543,0.17507810366020213,0.29798222850158995,0.9970803002151655,0.3767669352635892,0.5468830583523442
0.2,0.0,0.6,1.0,0.07102524924883911,0.13263039185799308,0.9999274064753424,0.17636489347172904,0.2998439937597504,0.9970904875262391,0.3780900027314941,0.5482770411928807
0.2,0.0,0.65,1.0,0.07195566443594646,0.13425119493875504,0.999927473165071,0.17652707593553674,0.30007835512282893,0.9970904875262391,0.3780900027314941,0.5482770411928807
0.2,0.0,0.7,1.0,0.07222454588910134,0.1347190682511598,0.999927473165071,0.17652707593553674,0.30007835512282893,0.9970904875262391,0.3780900027314941,0.5482770411928807
0.2,0.0,0.75,1.0,0.07373753755804426,0.13734741494786967,0.9999277856678622,0.1772910406992625,0.30118145203681745,0.9970904875262391,0.3780900027314941,0.5482770411928807
