w_viirs,w_modis,w_landsat,p_85,r_85,f1_85,p_60,r_60,f1_60,p_40,r_40,f1_40
0.05,0.05,0.3,1.0,0.021045308658836383,0.04122306518695007,1.0,0.03132895725211691,0.06075453817488087,0.9999245909056632,0.16977943184922153,0.29027279659378225
0.05,0.05,0.35,1.0,0.022829315760721114,0.044639541336849525,1.0,0.032707508194482385,0.06334321758087347,0.9999253675647436,0.1715463671128107,0.2928513921625058
0.05,0.05,0.4,1.0,0.024470346216880635,0.047771702338176326,1.0,0.03387906309751434,0.06553776801710685,0.9999259853204219,0.17297826754984977,0.2949353524731977
0.05,0.05,0.45,1.0,0.026160458208139854,0.0509870712691867,1.0,0.03521493444414094,0.06803405413205252,0.9999260437081685,0.17311484225621415,0.2951338549160781
0.05,0.05,0.5,1.0,0.027539009150505327,0.05360187575413333,1.0,0.03708430073750341,0.07151646343721835,0.9999263677196083,0.17387667304015297,0.29624027893414584
0.05,0.05,0.55,1.0,0.028885550396066648,0.05614920023893277,1.0,0.03732117249385414,0.07195683166117049,0.9999263731409218,0.17388947691887463,0.2962588620250864
0.05,0.05,0.6,1.0,0.029692194755531275,0.05767198179564869,1.0,0.03906463397978694,0.07519192300899132,0.9999269308522298,0.17521681234635345,0.29818311235069594
0.05,0.05,0.65,1.0,0.030622609942638622,0.05942545728614083,1.0,0.03928229991805517,0.07559505231860966,0.9999269406392695,0.17524028612400983,0.29821710338766694
0.05,0.05,0.7,1.0,0.0313481630701994,0.06079065090275564,1.0,0.03931004165528544,0.07564641941239639,0.9999269459765496,0.17525309000273148,0.2982356433809845
0.05,0.05,0.75,1.0,0.03302333720295001,0.06393531687747761,1.0,0.04011241805517618,0.07713092807829218,0.9999269522023911,0.1752680278612401,0.2982572728626263
0.05,0.05,0.8,1.0,0.033529090412455616,0.0648827221671622,1.0,0.04016363357006283,0.07722560619085037,0.9999269673178748,0.17530430551761814,0.29830979931476875
0.05,0.05,0.85,1.0,0.034830818082491125,0.0673169323407502,1.0,0.04020631316580169,0.07730449749614832,0.9999269726512579,0.1753171093963398,0.29832833728840946
0.05,0.05,0.9,1.0,0.03499940248565966,0.0676317346688412,1.0,0.04160193594646271,0.0798806809218546,0.9999270383656594,0.17547502390057362,0.29855693909153785
0.05,0.1,0.0,0.0,0.0,0.0,1.0,0.013516627970499863,0.026672730564995303,0.9997995540076671,0.17030439087680962,0.2910344073081341
0.05,0.1,0.05,1.0,0.006224819038514067,0.012372620751815916,1.0,0.024376451106255123,0.04759275963427362,0.9998113185296996,0.18092520827642722,0.3064037860019841
0.05,0.1,0.1,1.0,0.010772329964490577,0.021315047207255897,1.0,0.029598299644905762,0.05749484950609147,0.9998141760449694,0.18370791791860147,0.3103850473489799
