latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
47.86303,-53.17181,309.91,1.08,1.04,2025-08-10,0003,Terra,MODIS,27,6.1NRT,290.04,9.95,N
47.88311,-53.10654,346.69,1.07,1.03,2025-08-10,0003,Terra,MODIS,100,6.1NRT,292.49,62.45,N
47.88089,-53.12024,321.27,1.07,1.03,2025-08-10,0003,Terra,MODIS,100,6.1NRT,291.89,21.13,N
47.87866,-53.13395,342.95,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,292.67,53.75,N
47.82706,-53.10958,339.87,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,290.51,49.7,N
47.82041,-53.15073,310,1.08,1.04,2025-08-10,0003,Terra,MODIS,69,6.1NRT,290.64,10.26,N
47.87864,-53.07584,310.42,1.07,1.03,2025-08-10,0003,Terra,MODIS,71,6.1NRT,290.61,11.08,N
47.87641,-53.08956,351.6,1.07,1.03,2025-08-10,0003,Terra,MODIS,100,6.1NRT,298.23,72.47,N
47.8742,-53.10321,367.72,1.07,1.03,2025-08-10,0003,Terra,MODIS,100,6.1NRT,300.52,120.05,N
47.87197,-53.11691,359.99,1.07,1.03,2025-08-10,0003,Terra,MODIS,100,6.1NRT,298.64,94.52,N
47.86526,-53.15813,357.79,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,297.94,89.06,N
47.81594,-53.17832,318.98,1.08,1.04,2025-08-10,0003,Terra,MODIS,65,6.1NRT,291.37,17.73,N
47.81372,-53.19205,317.98,1.08,1.04,2025-08-10,0003,Terra,MODIS,85,6.1NRT,290.18,17.44,N
47.8227,-53.18654,318.14,1.08,1.04,2025-08-10,0003,Terra,MODIS,95,6.1NRT,291.49,17.9,N
47.82044,-53.20028,307.51,1.08,1.04,2025-08-10,0003,Terra,MODIS,47,6.1NRT,289.49,8.87,N
47.81366,-53.13391,328.03,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,290.39,31.72,N
47.83168,-53.18958,330.92,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,294.39,32.57,N
47.82942,-53.20338,324.68,1.08,1.04,2025-08-10,0003,Terra,MODIS,99,6.1NRT,291.25,24.45,N
47.84288,-53.17912,330,1.08,1.04,2025-08-10,0003,Terra,MODIS,84,6.1NRT,294.02,29.69,N
47.84064,-53.19281,318.98,1.08,1.04,2025-08-10,0003,Terra,MODIS,37,6.1NRT,290.64,16.72,N
47.86304,-53.11365,321.79,1.07,1.03,2025-08-10,0003,Terra,MODIS,83,6.1NRT,294.04,20.1,N
47.86082,-53.1273,319.77,1.08,1.04,2025-08-10,0003,Terra,MODIS,77,6.1NRT,292.35,18.08,N
47.85631,-53.15495,334.68,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,295.4,37.24,N
47.85407,-53.16865,352.48,1.08,1.04,2025-08-10,0003,Terra,MODIS,100,6.1NRT,297.05,73.27,N
47.85184,-53.18229,327.52,1.08,1.04,2025-08-10,0003,Terra,MODIS,99,6.1NRT,290.77,26.89,N
47.16618,-65.42757,312.32,2.33,1.48,2025-08-10,0141,Terra,MODIS,85,6.1NRT,293.04,34.59,N
45.88744,-67.59266,310.58,1.71,1.28,2025-08-10,0141,Terra,MODIS,80,6.1NRT,289.83,21.75,N
47.1531,-65.42583,312.37,2.33,1.48,2025-08-10,0141,Terra,MODIS,85,6.1NRT,292.61,34.94,N
47.15138,-65.4562,303.11,2.32,1.47,2025-08-10,0141,Terra,MODIS,53,6.1NRT,292.09,13.93,N
42.80647,-80.10929,301.1,1.67,1.27,2025-08-10,0141,Terra,MODIS,38,6.1NRT,290.69,8.49,N
55.33934,-109.38431,336.14,1.33,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,281.8,56.71,N
56.51251,-102.11146,307.03,1.03,1.01,2025-08-10,0323,Terra,MODIS,31,6.1NRT,283.07,9.69,N
56.4569,-102.54327,312.14,1.02,1.01,2025-08-10,0323,Terra,MODIS,39,6.1NRT,280.57,12.75,N
56.47224,-102.56668,313.52,1.01,1.01,2025-08-10,0323,Terra,MODIS,87,6.1NRT,280.77,14.32,N
56.47017,-102.58254,328.33,1.01,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,283.46,29.09,N
56.48328,-102.56045,314.44,1.02,1.01,2025-08-10,0323,Terra,MODIS,89,6.1NRT,280.32,16.14,N
56.48121,-102.57632,315.2,1.01,1.01,2025-08-10,0323,Terra,MODIS,66,6.1NRT,281.73,15.36,N
56.47915,-102.59218,312.61,1.01,1.01,2025-08-10,0323,Terra,MODIS,85,6.1NRT,281.14,13.74,N
56.48371,-102.62776,326.78,1.01,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,283.03,27.4,N
56.49449,-102.61564,302.53,1.01,1.01,2025-08-10,0323,Terra,MODIS,18,6.1NRT,280.42,6.8,N
56.49242,-102.63152,312.43,1.01,1.01,2025-08-10,0323,Terra,MODIS,85,6.1NRT,279.47,13.82,N
56.50528,-102.6035,302.67,1.01,1.01,2025-08-10,0323,Terra,MODIS,35,6.1NRT,281.28,7.16,N
56.60148,-102.0695,313.23,1.03,1.01,2025-08-10,0323,Terra,MODIS,87,6.1NRT,281.92,15.19,N
56.26596,-104.51955,340.58,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,295.71,45.85,N
56.26367,-104.53506,341.52,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,295.04,47.51,N
56.21722,-104.84582,312.22,1.01,1,2025-08-10,0323,Terra,MODIS,84,6.1NRT,287.56,11.99,N
56.21487,-104.86136,311.64,1.01,1,2025-08-10,0323,Terra,MODIS,83,6.1NRT,287.82,12.09,N
56.21252,-104.87691,302.12,1.01,1.01,2025-08-10,0323,Terra,MODIS,47,6.1NRT,287.82,5.9,N
56.27457,-104.52375,320.66,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.88,19.44,N
56.27227,-104.53928,330.56,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,291.42,30.86,N
56.25243,-104.79629,315.76,1.01,1,2025-08-10,0323,Terra,MODIS,92,6.1NRT,287.24,15.76,N
56.68214,-102.0928,312.63,1.03,1.01,2025-08-10,0323,Terra,MODIS,48,6.1NRT,277.11,13.86,N
56.63282,-102.47971,360.76,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,298.05,0,N
56.65649,-102.43922,335.05,1.02,1.01,2025-08-10,0323,Terra,MODIS,94,6.1NRT,291.43,37.46,N
56.70853,-102.10384,319.26,1.03,1.01,2025-08-10,0323,Terra,MODIS,57,6.1NRT,279.69,18.7,N
56.70443,-102.13626,314.39,1.03,1.01,2025-08-10,0323,Terra,MODIS,24,6.1NRT,279.77,14.62,N
56.66729,-102.42698,329.95,1.02,1.01,2025-08-10,0323,Terra,MODIS,53,6.1NRT,288.24,28.84,N
56.71732,-102.10752,319.78,1.03,1.01,2025-08-10,0323,Terra,MODIS,20,6.1NRT,281.44,18.55,N
56.68433,-102.36635,310.83,1.02,1.01,2025-08-10,0323,Terra,MODIS,81,6.1NRT,284.45,11.72,N
56.67604,-102.43069,324.24,1.02,1.01,2025-08-10,0323,Terra,MODIS,0,6.1NRT,287.25,20.57,N
56.67397,-102.44673,309.01,1.02,1.01,2025-08-10,0323,Terra,MODIS,74,6.1NRT,284.67,11.21,N
56.72565,-102.11671,334.15,1.03,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,286.38,37.88,N
56.69501,-102.35957,319.65,1.02,1.01,2025-08-10,0323,Terra,MODIS,53,6.1NRT,286.74,18.8,N
56.69297,-102.37567,326.76,1.02,1.01,2025-08-10,0323,Terra,MODIS,52,6.1NRT,285.89,25.65,N
56.6868,-102.424,339.76,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.29,0,N
56.68475,-102.44004,347.32,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,293.13,0,N
56.6976,-102.41164,332.35,1.02,1.01,2025-08-10,0323,Terra,MODIS,44,6.1NRT,285.88,31.53,N
56.69555,-102.42772,321.91,1.02,1.01,2025-08-10,0323,Terra,MODIS,0,6.1NRT,284.09,18.64,N
56.75138,-102.059,315.6,1.03,1.02,2025-08-10,0323,Terra,MODIS,72,6.1NRT,277.11,16.4,N
56.71046,-102.38318,324.14,1.02,1.01,2025-08-10,0323,Terra,MODIS,23,6.1NRT,286.07,22.02,N
56.72128,-102.3708,340.9,1.02,1.01,2025-08-10,0323,Terra,MODIS,83,6.1NRT,292.68,45.27,N
56.71922,-102.3869,343.8,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,291.69,0,N
56.76898,-102.06641,331.37,1.03,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,279.97,34.19,N
56.47432,-102.5508,301.39,1.02,1.01,2025-08-10,0323,Terra,MODIS,18,6.1NRT,278.46,6.39,N
56.04915,-102.17252,344.74,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,288.43,54.46,N
56.04711,-102.18829,328.59,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,284.71,29.39,N
56.15356,-102.15574,318.98,1.02,1.01,2025-08-10,0323,Terra,MODIS,98,6.1NRT,284.62,20.21,N
56.14537,-102.21909,317.18,1.02,1.01,2025-08-10,0323,Terra,MODIS,95,6.1NRT,282.25,18.25,N
56.19524,-102.19576,312.28,1.02,1.01,2025-08-10,0323,Terra,MODIS,84,6.1NRT,283.03,14.68,N
56.45673,-100.3386,309.15,1.11,1.05,2025-08-10,0323,Terra,MODIS,57,6.1NRT,281.24,12.68,N
56.46588,-100.34196,309.81,1.11,1.05,2025-08-10,0323,Terra,MODIS,29,6.1NRT,281.44,12.34,N
56.30024,-101.80771,308.59,1.03,1.02,2025-08-10,0323,Terra,MODIS,75,6.1NRT,276.95,12.89,N
56.29899,-101.89198,321.98,1.03,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,274.57,23.99,N
56.32062,-102.08675,327.19,1.03,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,281.82,28.85,N
56.39167,-102.25716,300.19,1.02,1.01,2025-08-10,0323,Terra,MODIS,15,6.1NRT,279.55,6.23,N
55.29912,-109.31581,302.51,1.32,1.14,2025-08-10,0323,Terra,MODIS,29,6.1NRT,285.22,8.07,N
55.33918,-109.27519,304.28,1.32,1.14,2025-08-10,0323,Terra,MODIS,59,6.1NRT,277.02,10.74,N
55.3354,-109.29461,382.76,1.32,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,296.54,250.53,N
55.33161,-109.31403,339.69,1.32,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,280.22,65.72,N
55.324,-109.35295,346.05,1.33,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,284.88,81.89,N
55.31635,-109.39206,309.53,1.33,1.14,2025-08-10,0323,Terra,MODIS,23,6.1NRT,277.74,13.39,N
56.50311,-102.03955,313.01,1.03,1.01,2025-08-10,0323,Terra,MODIS,86,6.1NRT,281.79,14.68,N
56.50108,-102.05568,316.84,1.03,1.01,2025-08-10,0323,Terra,MODIS,94,6.1NRT,283.78,18.21,N
55.34872,-109.28111,322.01,1.32,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,277.06,31.35,N
55.34494,-109.30054,392.32,1.32,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,281.74,318.34,N
55.33359,-109.35876,351.14,1.33,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,280.67,96.98,N
55.32977,-109.37832,360.81,1.33,1.14,2025-08-10,0323,Terra,MODIS,100,6.1NRT,283.84,133.15,N
55.32594,-109.39792,317.28,1.33,1.14,2025-08-10,0323,Terra,MODIS,49,6.1NRT,276.78,21.39,N
56.50373,-102.10777,310.73,1.03,1.01,2025-08-10,0323,Terra,MODIS,10,6.1NRT,281.65,11.09,N
56.49351,-102.18821,305.13,1.02,1.01,2025-08-10,0323,Terra,MODIS,63,6.1NRT,281.99,9.64,N
56.48325,-102.26844,327.5,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,282.27,30.41,N
56.4812,-102.28445,300.14,1.02,1.01,2025-08-10,0323,Terra,MODIS,19,6.1NRT,279.05,7.61,N
56.44818,-102.53951,306.65,1.02,1.01,2025-08-10,0323,Terra,MODIS,49,6.1NRT,280.64,9.65,N
55.77229,-103.00223,318.73,1,1,2025-08-10,0323,Terra,MODIS,97,6.1NRT,275.3,19.67,N
55.78094,-103.006,302.29,1,1,2025-08-10,0323,Terra,MODIS,48,6.1NRT,273.45,8.18,N
55.83049,-102.97878,311.88,1,1,2025-08-10,0323,Terra,MODIS,84,6.1NRT,279.36,13.51,N
55.07729,-107.89498,310.7,1.2,1.09,2025-08-10,0323,Terra,MODIS,33,6.1NRT,288.22,13.24,N
55.083,-107.88429,306.54,1.2,1.09,2025-08-10,0323,Terra,MODIS,68,6.1NRT,287.97,10.78,N
55.07973,-107.90199,302.05,1.2,1.09,2025-08-10,0323,Terra,MODIS,46,6.1NRT,287.04,7.49,N
55.69547,-104.26034,316.04,1.01,1,2025-08-10,0323,Terra,MODIS,92,6.1NRT,288.98,15.8,N
55.6932,-104.27563,303.04,1.01,1,2025-08-10,0323,Terra,MODIS,53,6.1NRT,287.74,6.82,N
55.68865,-104.30624,321.41,1.01,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,288.78,20.69,N
55.92489,-102.69818,300.83,1.01,1,2025-08-10,0323,Terra,MODIS,34,6.1NRT,279.17,7.45,N
56.02232,-102.09474,317.63,1.02,1.01,2025-08-10,0323,Terra,MODIS,95,6.1NRT,278.72,18.63,N
56.02028,-102.11058,302.98,1.02,1.01,2025-08-10,0323,Terra,MODIS,39,6.1NRT,277.39,7.65,N
56.02903,-102.11421,316.02,1.02,1.01,2025-08-10,0323,Terra,MODIS,25,6.1NRT,279.62,15.21,N
56.03778,-102.11786,326.66,1.02,1.01,2025-08-10,0323,Terra,MODIS,51,6.1NRT,284.43,26.2,N
56.03574,-102.13365,337,1.02,1.01,2025-08-10,0323,Terra,MODIS,94,6.1NRT,286.32,40.49,N
56.0337,-102.14947,375.35,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,299.97,140.05,N
56.03167,-102.16523,352.35,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,292.51,71.07,N
56.05264,-102.07398,300.32,1.02,1.01,2025-08-10,0323,Terra,MODIS,23,6.1NRT,278.5,6.61,N
56.0506,-102.08984,304.02,1.02,1.01,2025-08-10,0323,Terra,MODIS,36,6.1NRT,278.87,8.33,N
56.04652,-102.12154,304.55,1.02,1.01,2025-08-10,0323,Terra,MODIS,13,6.1NRT,280.47,8.14,N
56.04449,-102.13731,303.49,1.02,1.01,2025-08-10,0323,Terra,MODIS,6,6.1NRT,281.48,7.32,N
56.04245,-102.15308,341.28,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,286.86,48.42,N
56.04041,-102.16887,361.28,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,293.03,93.35,N
56.03837,-102.18464,354.77,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.09,77.14,N
56.03633,-102.20043,305.7,1.02,1.01,2025-08-10,0323,Terra,MODIS,65,6.1NRT,281.69,9.11,N
55.30386,-107.04213,303.87,1.13,1.06,2025-08-10,0323,Terra,MODIS,57,6.1NRT,286.97,8.7,N
56.05119,-102.15672,321.72,1.02,1.01,2025-08-10,0323,Terra,MODIS,74,6.1NRT,282.13,21.22,N
56.76694,-102.0827,309.98,1.03,1.02,2025-08-10,0323,Terra,MODIS,51,6.1NRT,277.47,12.06,N
56.74443,-102.26141,334.81,1.03,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.79,39.61,N
56.73209,-102.35841,361.11,1.02,1.01,2025-08-10,0323,Terra,MODIS,100,6.1NRT,297.39,94.22,N
56.80153,-102.0285,313.99,1.03,1.02,2025-08-10,0323,Terra,MODIS,61,6.1NRT,278.58,14.8,N
56.79948,-102.04487,316.68,1.03,1.02,2025-08-10,0323,Terra,MODIS,66,6.1NRT,277.69,16.8,N
56.81034,-102.0322,318.19,1.03,1.02,2025-08-10,0323,Terra,MODIS,96,6.1NRT,277.29,18.75,N
56.8083,-102.04854,346.33,1.03,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,281.9,59.56,N
56.8171,-102.05225,330.33,1.03,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,282.96,32.53,N
56.81505,-102.0686,328.79,1.03,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,283.59,29.86,N
56.8089,-102.11751,300.29,1.03,1.01,2025-08-10,0323,Terra,MODIS,12,6.1NRT,280.92,5.82,N
56.71321,-102.85789,312.39,1.01,1.01,2025-08-10,0323,Terra,MODIS,85,6.1NRT,288.63,13.44,N
56.82536,-102.06216,302.91,1.03,1.02,2025-08-10,0323,Terra,MODIS,52,6.1NRT,280.93,8.24,N
56.82332,-102.07852,311.76,1.03,1.02,2025-08-10,0323,Terra,MODIS,83,6.1NRT,282.78,13.7,N
56.82129,-102.09483,313.09,1.03,1.02,2025-08-10,0323,Terra,MODIS,66,6.1NRT,283.88,13.9,N
56.85382,-102.05691,311,1.03,1.02,2025-08-10,0323,Terra,MODIS,78,6.1NRT,281.62,12.77,N
56.86059,-102.07695,306.65,1.03,1.02,2025-08-10,0323,Terra,MODIS,15,6.1NRT,282.73,9.18,N
56.80167,-102.68372,320.31,1.02,1.01,2025-08-10,0323,Terra,MODIS,24,6.1NRT,287.36,17.95,N
56.90953,-101.90717,309.52,1.04,1.02,2025-08-10,0323,Terra,MODIS,78,6.1NRT,278.84,11.61,N
56.90749,-101.92368,307.76,1.04,1.02,2025-08-10,0323,Terra,MODIS,67,6.1NRT,279.65,10.38,N
56.90544,-101.94019,316.64,1.04,1.02,2025-08-10,0323,Terra,MODIS,38,6.1NRT,283.02,16.19,N
56.88701,-102.08808,312.83,1.03,1.02,2025-08-10,0323,Terra,MODIS,41,6.1NRT,284.43,12.16,N
56.88496,-102.10445,316.03,1.03,1.02,2025-08-10,0323,Terra,MODIS,80,6.1NRT,284.71,14.34,N
56.88291,-102.12082,315.3,1.03,1.02,2025-08-10,0323,Terra,MODIS,43,6.1NRT,284.77,14,N
56.91428,-101.94382,327.08,1.04,1.02,2025-08-10,0323,Terra,MODIS,0,6.1NRT,287.01,26.01,N
56.90609,-102.00972,332.31,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,287.89,36.17,N
56.89377,-102.10817,373.37,1.03,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,291.91,133.74,N
56.78546,-102.94696,306.52,1.01,1,2025-08-10,0323,Terra,MODIS,51,6.1NRT,287.57,7.86,N
56.91491,-102.01342,337.46,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,295.77,44,N
56.91286,-102.02984,364.55,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,299.17,106.1,N
56.9108,-102.04626,373.43,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,298.99,136.5,N
56.90874,-102.06269,326.16,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,285.72,25.99,N
56.90257,-102.11188,304.18,1.03,1.02,2025-08-10,0323,Terra,MODIS,43,6.1NRT,284.21,8.15,N
56.92506,-102.00586,366.89,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,289.79,115.31,N
56.83044,-102.75281,300.26,1.01,1.01,2025-08-10,0323,Terra,MODIS,23,6.1NRT,285.18,6.41,N
56.80533,-102.94454,303.13,1.01,1,2025-08-10,0323,Terra,MODIS,53,6.1NRT,287.59,6.77,N
56.80323,-102.96047,323.72,1.01,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,289.68,24.01,N
56.81401,-102.94842,310.23,1.01,1,2025-08-10,0323,Terra,MODIS,79,6.1NRT,288.22,11.41,N
56.81191,-102.96436,312.66,1.01,1,2025-08-10,0323,Terra,MODIS,85,6.1NRT,288.47,13.06,N
56.8395,-102.82452,304.33,1.01,1.01,2025-08-10,0323,Terra,MODIS,35,6.1NRT,286.05,7.08,N
56.8374,-102.84049,301.59,1.01,1.01,2025-08-10,0323,Terra,MODIS,36,6.1NRT,286.44,5.85,N
56.98201,-101.76852,305.34,1.05,1.02,2025-08-10,0323,Terra,MODIS,64,6.1NRT,282.23,9.39,N
57.0099,-101.69232,317.15,1.05,1.02,2025-08-10,0323,Terra,MODIS,84,6.1NRT,276.22,18.57,N
57.0188,-101.69596,322.32,1.05,1.02,2025-08-10,0323,Terra,MODIS,94,6.1NRT,277.6,23.33,N
57.01677,-101.71266,309.56,1.05,1.02,2025-08-10,0323,Terra,MODIS,17,6.1NRT,276.97,10.88,N
57.03523,-101.7906,310.9,1.05,1.02,2025-08-10,0323,Terra,MODIS,81,6.1NRT,282.1,13.11,N
57.05307,-101.71653,314.17,1.05,1.02,2025-08-10,0323,Terra,MODIS,69,6.1NRT,280,15.57,N
57.05105,-101.73329,317.71,1.05,1.02,2025-08-10,0323,Terra,MODIS,96,6.1NRT,283.11,18.93,N
57.04903,-101.75005,305.54,1.05,1.02,2025-08-10,0323,Terra,MODIS,65,6.1NRT,281.86,9.8,N
57.07985,-101.95561,305.87,1.04,1.02,2025-08-10,0323,Terra,MODIS,17,6.1NRT,285.44,7.65,N
57.08255,-102.00903,307.43,1.04,1.02,2025-08-10,0323,Terra,MODIS,18,6.1NRT,288.71,8.65,N
57.09343,-101.99625,347.95,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,295.88,60.18,N
57.09138,-102.01277,374.55,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,304.24,138.41,N
57.10226,-101.99998,307.87,1.04,1.02,2025-08-10,0323,Terra,MODIS,9,6.1NRT,287.46,8.41,N
57.10022,-102.01649,411.9,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,305,351.35,N
57.09816,-102.0331,405.21,1.04,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,304.17,300.45,N
57.43925,-100.1911,312.73,1.15,1.07,2025-08-10,0323,Terra,MODIS,86,6.1NRT,268.08,17.45,N
57.43727,-100.20963,308.45,1.14,1.07,2025-08-10,0323,Terra,MODIS,44,6.1NRT,267.61,13.23,N
57.14807,-103.64948,301.3,1,1,2025-08-10,0323,Terra,MODIS,7,6.1NRT,285.75,5.45,N
57.11959,-103.85613,312.3,1,1,2025-08-10,0323,Terra,MODIS,85,6.1NRT,286.85,13.62,N
57.11739,-103.872,316.88,1,1,2025-08-10,0323,Terra,MODIS,94,6.1NRT,289.02,17.37,N
57.16323,-103.60574,305.06,1,1,2025-08-10,0323,Terra,MODIS,12,6.1NRT,287.08,7.32,N
57.15265,-103.89516,312.15,1,1,2025-08-10,0323,Terra,MODIS,30,6.1NRT,287.46,12.1,N
57.16127,-103.89927,306.76,1,1,2025-08-10,0323,Terra,MODIS,42,6.1NRT,286.4,8.81,N
57.80872,-98.74239,317.49,1.28,1.12,2025-08-10,0323,Terra,MODIS,95,6.1NRT,267.17,27.05,N
57.80671,-98.76346,327.84,1.28,1.12,2025-08-10,0323,Terra,MODIS,85,6.1NRT,272.3,38.99,N
57.80471,-98.78445,326.49,1.28,1.12,2025-08-10,0323,Terra,MODIS,100,6.1NRT,272.15,37.8,N
57.80271,-98.80534,319.48,1.27,1.12,2025-08-10,0323,Terra,MODIS,56,6.1NRT,269.69,26.52,N
57.81454,-98.78768,309.26,1.28,1.12,2025-08-10,0323,Terra,MODIS,75,6.1NRT,269.99,16.02,N
57.81253,-98.80859,324.38,1.27,1.12,2025-08-10,0323,Terra,MODIS,100,6.1NRT,272.95,35.67,N
57.0601,-105.24603,304.21,1.01,1,2025-08-10,0323,Terra,MODIS,59,6.1NRT,286.92,8.15,N
57.63907,-104.09132,328.43,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,291.16,27.63,N
57.69567,-104.15968,356.34,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,303.41,77.62,N
57.69344,-104.17579,354.19,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,301.68,72.6,N
57.70651,-104.14779,306.61,1,1,2025-08-10,0323,Terra,MODIS,67,6.1NRT,287.42,8.94,N
57.70428,-104.1639,347.95,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,294.59,59.52,N
57.70205,-104.18001,351.92,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,296.4,67.57,N
57.19233,-107.98798,307.65,1.11,1.05,2025-08-10,0323,Terra,MODIS,69,6.1NRT,289.26,9.91,N
57.18932,-108.00526,316.39,1.11,1.05,2025-08-10,0323,Terra,MODIS,93,6.1NRT,289,17.39,N
57.9114,-104.01833,323.24,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,289.83,23.08,N
57.91781,-104.03879,326.95,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,289.3,25.87,N
57.94172,-103.99844,312.78,1,1,2025-08-10,0323,Terra,MODIS,82,6.1NRT,287.87,12.39,N
57.93728,-104.03098,310.32,1,1,2025-08-10,0323,Terra,MODIS,73,6.1NRT,287.53,10.73,N
57.93505,-104.04723,327.95,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.96,27.36,N
58.17421,-102.26706,302.77,1.05,1.02,2025-08-10,0323,Terra,MODIS,17,6.1NRT,283.07,7.15,N
58.1721,-102.28436,328.64,1.05,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,290.11,31.49,N
58.17,-102.3016,309.45,1.05,1.02,2025-08-10,0323,Terra,MODIS,40,6.1NRT,287.12,10.77,N
57.95034,-104.00265,324.02,1,1,2025-08-10,0323,Terra,MODIS,100,6.1NRT,289.29,21.79,N
58.18439,-102.33183,328.72,1.05,1.02,2025-08-10,0323,Terra,MODIS,84,6.1NRT,292.38,30.08,N
58.17813,-102.38354,317.8,1.05,1.02,2025-08-10,0323,Terra,MODIS,77,6.1NRT,288.69,18.24,N
58.19116,-102.35303,322.52,1.05,1.02,2025-08-10,0323,Terra,MODIS,44,6.1NRT,291.55,22.19,N
58.18907,-102.37027,342.68,1.05,1.02,2025-08-10,0323,Terra,MODIS,95,6.1NRT,297.31,51.31,N
58.18699,-102.3875,325.99,1.05,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,292.43,26.79,N
58.1849,-102.40465,302.47,1.05,1.02,2025-08-10,0323,Terra,MODIS,30,6.1NRT,286.29,7.01,N
58.20211,-102.33971,322.23,1.05,1.02,2025-08-10,0323,Terra,MODIS,0,6.1NRT,288.8,21.27,N
58.19584,-102.39142,353.6,1.05,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,297.56,75.28,N
58.21306,-102.3264,321.6,1.05,1.02,2025-08-10,0323,Terra,MODIS,0,6.1NRT,285.69,18.71,N
58.20469,-102.39531,362.37,1.05,1.02,2025-08-10,0323,Terra,MODIS,100,6.1NRT,291.66,98.92,N
58.22402,-102.31298,315.97,1.05,1.02,2025-08-10,0323,Terra,MODIS,14,6.1NRT,281.97,15.31,N
58.22192,-102.3303,329.15,1.05,1.02,2025-08-10,0323,Terra,MODIS,62,6.1NRT,286.31,29.34,N
58.21983,-102.34755,332.35,1.05,1.02,2025-08-10,0323,Terra,MODIS,69,6.1NRT,287.47,33.05,N
58.2287,-102.35143,308.9,1.05,1.02,2025-08-10,0323,Terra,MODIS,19,6.1NRT,281.4,10.1,N
