latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
49.08822,-124.76048,329.05,1,1,2025-08-12,1811,Terra,MODIS,42,6.1NRT,301.55,20.55,D
49.11425,-124.75201,360.54,1,1,2025-08-12,1811,Terra,MODIS,100,6.1NRT,303.6,78.37,D
49.10934,-124.78127,340.58,1,1,2025-08-12,1811,Terra,MODIS,80,6.1NRT,302.88,35.94,D
47.47639,-52.92731,337.25,1.86,1.33,2025-08-12,1815,Aqua,MODIS,0,6.1NRT,299.23,80.65,D
47.46655,-52.90103,316.68,1.87,1.34,2025-08-12,1815,Aqua,MODIS,0,6.1NRT,296.6,23.98,D
44.65271,-63.68286,351.23,1.22,1.1,2025-08-12,1815,Aqua,MODIS,73,6.1NRT,302.67,74.98,D
46.29049,-65.15791,314.49,1.31,1.13,2025-08-12,1815,Aqua,MODIS,41,6.1NRT,299.37,6.67,D
47.89132,-53.12753,362.58,1.84,1.33,2025-08-12,1815,Aqua,MODIS,0,6.1NRT,297.12,197.93,D
47.89325,-53.10292,348.74,1.85,1.33,2025-08-12,1815,Aqua,MODIS,62,6.1NRT,293.37,115.05,D
47.86412,-53.17272,367.66,1.83,1.32,2025-08-12,1815,Aqua,MODIS,75,6.1NRT,300.47,236.46,D
47.8506,-53.19494,345.37,1.82,1.32,2025-08-12,1815,Aqua,MODIS,0,6.1NRT,298.52,103.38,D
47.83895,-53.19294,340.5,1.82,1.32,2025-08-12,1815,Aqua,MODIS,62,6.1NRT,298.96,81.53,D
47.81709,-53.20582,354.87,1.82,1.32,2025-08-12,1815,Aqua,MODIS,74,6.1NRT,299.77,156.83,D
47.8423,-53.18608,340.73,1.82,1.32,2025-08-12,1815,Aqua,MODIS,0,6.1NRT,298.52,80.1,D
47.16079,-65.38516,334.44,1.28,1.12,2025-08-12,1817,Aqua,MODIS,85,6.1NRT,307.34,33.41,D
47.14811,-65.39719,337.04,1.29,1.13,2025-08-12,1817,Aqua,MODIS,87,6.1NRT,306.02,39.97,D
47.15151,-65.43335,334.07,1.29,1.13,2025-08-12,1817,Aqua,MODIS,85,6.1NRT,307.6,32.27,D
47.17038,-65.38919,323.52,1.28,1.12,2025-08-12,1817,Aqua,MODIS,51,6.1NRT,304.49,14.67,D
47.16731,-65.40517,331.1,1.29,1.13,2025-08-12,1817,Aqua,MODIS,76,6.1NRT,307.23,26.39,D
47.17691,-65.40918,323.03,1.29,1.13,2025-08-12,1817,Aqua,MODIS,43,6.1NRT,304.62,13.72,D
48.71704,-55.59893,322.92,1.42,1.18,2025-08-12,1817,Aqua,MODIS,57,6.1NRT,298.42,20.21,D
42.80323,-80.09605,320.28,1.21,1.09,2025-08-12,1953,Aqua,MODIS,0,6.1NRT,302.34,11.29,D
62.18797,-112.96056,365.98,3.13,1.68,2025-08-12,2000,Aqua,MODIS,95,6.1NRT,283.51,0,D
62.17187,-113.00905,373.17,3.14,1.68,2025-08-12,2000,Aqua,MODIS,100,6.1NRT,284.32,0,D
49.11975,-124.71732,353.59,3.49,1.76,2025-08-12,2133,Aqua,MODIS,97,6.1NRT,297.27,403.93,D
49.12527,-124.77027,372.07,3.51,1.76,2025-08-12,2133,Aqua,MODIS,0,6.1NRT,297.62,734.52,D
49.14021,-124.717,307.3,3.49,1.76,2025-08-12,2133,Aqua,MODIS,29,6.1NRT,296.12,19.28,D
49.12394,-124.71483,355.45,3.49,1.76,2025-08-12,2133,Aqua,MODIS,98,6.1NRT,297.26,428.96,D
50.16256,-121.61701,317.01,2.27,1.46,2025-08-12,2133,Aqua,MODIS,50,6.1NRT,299.99,31.29,D
49.1208,-124.77277,409.15,3.51,1.76,2025-08-12,2133,Aqua,MODIS,0,6.1NRT,300.34,1903.12,D
49.13657,-124.71779,344.91,3.49,1.76,2025-08-12,2133,Aqua,MODIS,88,6.1NRT,296.34,292.58,D
62.93464,-117.47322,374.19,1.01,1,2025-08-12,2138,Aqua,MODIS,87,6.1NRT,297.94,129.14,D
62.12528,-113.23423,308.63,1.14,1.06,2025-08-12,2138,Aqua,MODIS,0,6.1NRT,292.6,9.14,D
62.22861,-112.83688,306.76,1.17,1.08,2025-08-12,2138,Aqua,MODIS,0,6.1NRT,278.43,10.36,D
62.15789,-115.71149,310.43,1.03,1.02,2025-08-12,2138,Aqua,MODIS,55,6.1NRT,286.56,10.3,D
62.15538,-115.73033,318.21,1.03,1.02,2025-08-12,2138,Aqua,MODIS,68,6.1NRT,287.6,16.72,D
62.36326,-116.34721,310.44,1.02,1.01,2025-08-12,2138,Aqua,MODIS,45,6.1NRT,291.28,6.84,D
62.90861,-117.39334,334.12,1.01,1,2025-08-12,2138,Aqua,MODIS,0,6.1NRT,296.15,32.93,D
62.91495,-117.48017,306.32,1.01,1,2025-08-12,2138,Aqua,MODIS,0,6.1NRT,290.24,5.44,D
62.93148,-117.42979,334.39,1.01,1,2025-08-12,2138,Aqua,MODIS,67,6.1NRT,299.46,32.54,D
62.92881,-117.44855,356.59,1.01,1,2025-08-12,2138,Aqua,MODIS,74,6.1NRT,301.75,74.37,D
62.92613,-117.46732,338.74,1.01,1,2025-08-12,2138,Aqua,MODIS,79,6.1NRT,294.88,39.42,D
62.93999,-117.43568,315.02,1.01,1,2025-08-12,2138,Aqua,MODIS,65,6.1NRT,294.01,11.35,D
62.93731,-117.45445,360.12,1.01,1,2025-08-12,2138,Aqua,MODIS,75,6.1NRT,296.82,85.3,D
65.69622,-123.63245,334.07,1.03,1.01,2025-08-12,2140,Aqua,MODIS,56,6.1NRT,283.22,28.56,D
65.70451,-123.64097,325.16,1.03,1.01,2025-08-12,2140,Aqua,MODIS,46,6.1NRT,283.12,17.58,D
49.09943,-124.76268,414.37,2.53,1.53,2025-08-12,2312,Aqua,MODIS,100,6.1NRT,314.98,1319.11,D
49.12623,-124.76975,389.14,2.53,1.53,2025-08-12,2312,Aqua,MODIS,89,6.1NRT,306.85,723.72,D
49.10641,-124.76735,379.73,2.53,1.53,2025-08-12,2312,Aqua,MODIS,87,6.1NRT,309.06,563.91,D
62.87596,-139.5144,302.07,1.08,1.04,2025-08-12,2316,Aqua,MODIS,31,6.1NRT,291.9,4.2,D
47.89353,-53.11483,341.59,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,297.06,49.48,N
48.71532,-55.59577,316.95,1,1,2025-08-13,0024,Terra,MODIS,94,6.1NRT,293.73,12.88,N
48.72583,-55.58531,307.79,1,1,2025-08-13,0024,Terra,MODIS,73,6.1NRT,293.31,6.46,N
48.72404,-55.59851,308.02,1,1,2025-08-13,0024,Terra,MODIS,73,6.1NRT,293.32,6.61,N
48.73991,-55.54842,310.8,1,1,2025-08-13,0024,Terra,MODIS,70,6.1NRT,294.02,7.99,N
48.75043,-55.53792,330.65,1,1,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.01,27.69,N
48.74863,-55.55115,339.18,1,1,2025-08-13,0024,Terra,MODIS,100,6.1NRT,297.24,39.8,N
48.74685,-55.56437,329.39,1,1,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.24,25.72,N
48.74505,-55.57759,316.93,1,1,2025-08-13,0024,Terra,MODIS,94,6.1NRT,293.79,12.35,N
48.76093,-55.52743,306.91,1,1,2025-08-13,0024,Terra,MODIS,70,6.1NRT,293.46,5.58,N
48.75915,-55.54065,368.76,1,1,2025-08-13,0024,Terra,MODIS,100,6.1NRT,296.36,110.98,N
48.75735,-55.55389,376.49,1,1,2025-08-13,0024,Terra,MODIS,100,6.1NRT,296.78,137.75,N
48.75556,-55.56711,319.29,1,1,2025-08-13,0024,Terra,MODIS,98,6.1NRT,293.76,15.26,N
47.1566,-65.40883,316.39,2.33,1.48,2025-08-13,0024,Terra,MODIS,93,6.1NRT,297.23,37.14,N
47.15448,-65.41435,314.18,2.33,1.48,2025-08-13,0024,Terra,MODIS,30,6.1NRT,296.76,28.76,N
47.18585,-65.39884,308.67,2.32,1.47,2025-08-13,0024,Terra,MODIS,43,6.1NRT,296.2,17.93,N
44.65539,-63.69398,301.77,2.23,1.45,2025-08-13,0024,Terra,MODIS,44,6.1NRT,290.59,14.82,N
47.81071,-53.18072,337.31,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.61,42.61,N
47.80904,-53.19501,336.88,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.36,42.29,N
47.81813,-53.19747,342.17,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.62,52.01,N
47.81646,-53.21174,323.1,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,292.21,22.54,N
47.8272,-53.20002,326.94,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,293.07,25.96,N
47.82555,-53.21411,322.18,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,292.07,21.47,N
47.83627,-53.20253,318.7,1.08,1.04,2025-08-13,0024,Terra,MODIS,97,6.1NRT,292.99,16.62,N
47.84703,-53.19074,330.6,1.08,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,293.64,30.51,N
47.84537,-53.20488,318.18,1.08,1.04,2025-08-13,0024,Terra,MODIS,57,6.1NRT,291.88,15.39,N
47.85779,-53.17897,330.14,1.09,1.04,2025-08-13,0024,Terra,MODIS,95,6.1NRT,293.68,28.2,N
47.86856,-53.16718,335.94,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.14,37.98,N
47.86689,-53.18133,341.18,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.31,48.4,N
47.88106,-53.14088,307.95,1.09,1.04,2025-08-13,0024,Terra,MODIS,65,6.1NRT,292.98,6.78,N
47.87938,-53.15514,335.94,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.81,39.36,N
47.87769,-53.1694,352.8,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.18,75.21,N
47.87601,-53.18361,308.19,1.09,1.04,2025-08-13,0024,Terra,MODIS,4,6.1NRT,291.3,7.69,N
47.89523,-53.10051,312.87,1.09,1.04,2025-08-13,0024,Terra,MODIS,49,6.1NRT,294.88,10.06,N
47.91404,-53.08186,338.55,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,297.85,45.6,N
47.91237,-53.09636,333.26,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.78,36.11,N
47.92317,-53.08434,343.24,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.07,54.76,N
47.89185,-53.12908,357.03,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,297.44,85.98,N
47.90327,-53.09378,334.52,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,295.9,39.39,N
47.90162,-53.1081,343.05,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,296.62,54.22,N
47.89997,-53.12238,339.76,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,294.92,47.9,N
47.89833,-53.13664,320.82,1.09,1.04,2025-08-13,0024,Terra,MODIS,100,6.1NRT,292.53,20.42,N
47.16261,-65.40739,304.31,4.47,1.94,2025-08-13,0202,Terra,MODIS,59,6.1NRT,292.49,39.13,N
42.80429,-80.10267,308.44,1.03,1.02,2025-08-13,0202,Terra,MODIS,74,6.1NRT,294.28,8.03,N
47.16046,-65.40263,304.43,4.47,1.94,2025-08-13,0202,Terra,MODIS,60,6.1NRT,292.54,41.09,N
65.69691,-123.67814,321.85,1.29,1.13,2025-08-13,0347,Terra,MODIS,100,6.1NRT,285.27,29.66,D
62.91305,-117.47266,311,1.1,1.05,2025-08-13,0347,Terra,MODIS,81,6.1NRT,283.48,15.17,D
62.93751,-117.44756,318.71,1.1,1.05,2025-08-13,0347,Terra,MODIS,97,6.1NRT,285.13,21.27,D
65.68428,-123.63112,318.89,1.28,1.12,2025-08-13,0347,Terra,MODIS,69,6.1NRT,287.84,25.47,D
65.67394,-123.6806,313.26,1.29,1.13,2025-08-13,0347,Terra,MODIS,87,6.1NRT,285.34,19.33,D
65.69833,-123.61748,305.43,1.28,1.12,2025-08-13,0347,Terra,MODIS,15,6.1NRT,283.54,11.41,D
65.69317,-123.64225,325.39,1.28,1.12,2025-08-13,0347,Terra,MODIS,100,6.1NRT,288.16,35.31,D
65.68802,-123.66698,382.08,1.29,1.13,2025-08-13,0347,Terra,MODIS,100,6.1NRT,293.53,235.24,D
65.68285,-123.69176,318.36,1.29,1.13,2025-08-13,0347,Terra,MODIS,97,6.1NRT,284.46,25.4,D
65.70206,-123.65334,314.71,1.28,1.12,2025-08-13,0347,Terra,MODIS,90,6.1NRT,283.3,20.32,D
49.10212,-124.76519,318.86,1.37,1.16,2025-08-13,0521,Terra,MODIS,88,6.1NRT,296.55,23.11,N
49.0743,-124.75611,319,1.37,1.16,2025-08-13,0521,Terra,MODIS,98,6.1NRT,294.84,25.38,N
49.08466,-124.75675,316.7,1.37,1.16,2025-08-13,0521,Terra,MODIS,94,6.1NRT,294.56,21.03,N
49.08288,-124.77551,327.71,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,295.13,39.37,N
49.08156,-124.76243,339,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,296.69,63.94,N
49.07993,-124.78053,328.74,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,294.74,40.97,N
49.09486,-124.73057,306.79,1.38,1.16,2025-08-13,0521,Terra,MODIS,69,6.1NRT,293.5,10.37,N
49.09338,-124.7469,325.77,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,295.39,36.55,N
49.09188,-124.76337,320.34,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,296.06,25.37,N
49.09022,-124.78166,326.78,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,295.21,36.85,N
49.10532,-124.73006,333.43,1.38,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,296.08,51.17,N
49.10368,-124.74818,353.98,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,298.86,110.86,N
49.10047,-124.78333,354.79,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,298.12,112.82,N
49.09883,-124.80126,313.24,1.37,1.16,2025-08-13,0521,Terra,MODIS,87,6.1NRT,292.45,16.21,N
49.11562,-124.73151,363.22,1.38,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,298.22,148.91,N
49.11393,-124.74992,357.83,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,299.28,125.62,N
49.11231,-124.76768,320.89,1.37,1.16,2025-08-13,0521,Terra,MODIS,87,6.1NRT,296.68,25.8,N
49.1106,-124.78625,350.79,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,298.22,98.33,N
49.12726,-124.71823,312.38,1.38,1.16,2025-08-13,0521,Terra,MODIS,85,6.1NRT,293,16.23,N
49.12569,-124.73532,398.5,1.38,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,304.86,388.38,N
49.12389,-124.75484,342.41,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,297.64,72.7,N
49.12085,-124.78793,311.02,1.37,1.16,2025-08-13,0521,Terra,MODIS,39,6.1NRT,293.24,12.63,N
49.13727,-124.72267,307.3,1.38,1.16,2025-08-13,0521,Terra,MODIS,71,6.1NRT,290.94,11.02,N
49.13584,-124.73835,407.26,1.38,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,299.65,477.35,N
49.13409,-124.7572,379.62,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,302.98,239.69,N
49.1326,-124.7734,328.93,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,296.34,41.2,N
49.13112,-124.78941,305.84,1.37,1.16,2025-08-13,0521,Terra,MODIS,66,6.1NRT,292.65,8.7,N
49.14605,-124.74061,312.13,1.38,1.16,2025-08-13,0521,Terra,MODIS,84,6.1NRT,292.89,15.39,N
49.14453,-124.75713,373.03,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,298.89,198.83,N
49.14291,-124.77457,330.33,1.37,1.16,2025-08-13,0521,Terra,MODIS,100,6.1NRT,295.06,43.8,N
47.90766,-53.1166,308.72,3.32,1.72,2025-08-13,0610,Aqua,MODIS,62,6.1NRT,288.03,53.85,N
47.81803,-53.16722,305.45,3.34,1.72,2025-08-13,0610,Aqua,MODIS,16,6.1NRT,287.69,40.52,N
47.81926,-53.17119,307.41,3.34,1.72,2025-08-13,0610,Aqua,MODIS,54,6.1NRT,287.87,49.86,N
47.90413,-53.10881,315.3,3.32,1.72,2025-08-13,0610,Aqua,MODIS,85,6.1NRT,288.39,77.55,N
48.76418,-55.52846,307.38,2.09,1.41,2025-08-13,0746,Aqua,MODIS,71,6.1NRT,288.93,25.08,N
47.81761,-53.20022,305.22,2.94,1.63,2025-08-13,0746,Aqua,MODIS,63,6.1NRT,287.29,38.32,N
47.80447,-53.1685,301.76,2.96,1.64,2025-08-13,0746,Aqua,MODIS,44,6.1NRT,287.45,29.26,N
47.90175,-53.1069,307.14,2.96,1.64,2025-08-13,0746,Aqua,MODIS,16,6.1NRT,288.21,36.62,N
49.10765,-124.74874,311.92,2.55,1.54,2025-08-13,1104,Aqua,MODIS,14,6.1NRT,289.71,40.74,N
49.14158,-124.74796,349.02,2.55,1.54,2025-08-13,1104,Aqua,MODIS,100,6.1NRT,291.37,234.44,N
49.13911,-124.7071,327.93,2.54,1.53,2025-08-13,1104,Aqua,MODIS,100,6.1NRT,288.79,103.25,N
49.12794,-124.74835,319.35,2.55,1.54,2025-08-13,1104,Aqua,MODIS,42,6.1NRT,289.97,63.53,N
49.12596,-124.71478,325.26,2.54,1.53,2025-08-13,1104,Aqua,MODIS,97,6.1NRT,290.01,89.91,N
49.1127,-124.72088,306.45,2.54,1.53,2025-08-13,1104,Aqua,MODIS,14,6.1NRT,289.34,28.38,N
49.11473,-124.75565,311.17,2.55,1.54,2025-08-13,1104,Aqua,MODIS,82,6.1NRT,289.77,41.58,N
49.10113,-124.75674,312.21,2.55,1.54,2025-08-13,1104,Aqua,MODIS,25,6.1NRT,289.37,41.52,N
49.14797,-124.73709,315.98,2.55,1.54,2025-08-13,1104,Aqua,MODIS,92,6.1NRT,288.58,57.56,N
49.13441,-124.7386,364.48,2.55,1.54,2025-08-13,1104,Aqua,MODIS,100,6.1NRT,292.63,386.71,N
49.13242,-124.70213,328.44,2.54,1.53,2025-08-13,1104,Aqua,MODIS,100,6.1NRT,288.93,106.45,N
49.12104,-124.74376,315.99,2.55,1.54,2025-08-13,1104,Aqua,MODIS,86,6.1NRT,289.91,55.84,N
49.11919,-124.70939,308.87,2.54,1.53,2025-08-13,1104,Aqua,MODIS,54,6.1NRT,288.89,36.36,N
49.10951,-124.78415,317.23,2.56,1.54,2025-08-13,1104,Aqua,MODIS,38,6.1NRT,289.31,56.45,N
49.13768,-124.73566,348.52,3.49,1.76,2025-08-13,1242,Aqua,MODIS,100,6.1NRT,289.63,364.93,N
49.12563,-124.6932,309.95,3.51,1.76,2025-08-13,1242,Aqua,MODIS,36,6.1NRT,286.92,62.23,N
51.19893,-63.85773,311.31,1.2,1.09,2025-08-13,1355,Terra,MODIS,46,6.1NRT,296.59,8.46,D
47.15616,-65.41519,323.52,1.23,1.1,2025-08-13,1357,Terra,MODIS,43,6.1NRT,301.52,15.39,D
47.15448,-65.39939,328.62,1.23,1.1,2025-08-13,1357,Terra,MODIS,65,6.1NRT,302.12,23.75,D
47.8121,-53.18878,330.33,1.8,1.31,2025-08-13,1357,Terra,MODIS,74,6.1NRT,298.3,52.92,D
47.81714,-53.2121,327.62,1.79,1.31,2025-08-13,1357,Terra,MODIS,65,6.1NRT,297.01,45.26,D
47.85031,-53.19629,327.27,1.79,1.31,2025-08-13,1357,Terra,MODIS,56,6.1NRT,296.74,43.13,D
47.86135,-53.19093,335.38,1.79,1.31,2025-08-13,1357,Terra,MODIS,61,6.1NRT,297.22,65.94,D
47.86754,-53.16272,325.54,1.8,1.31,2025-08-13,1357,Terra,MODIS,56,6.1NRT,298.79,34.27,D
47.87234,-53.18534,326.84,1.79,1.31,2025-08-13,1357,Terra,MODIS,55,6.1NRT,296.59,42.83,D
47.85843,-53.18689,332.83,1.79,1.31,2025-08-13,1357,Terra,MODIS,59,6.1NRT,297.8,60.62,D
47.86446,-53.15856,320.07,1.8,1.31,2025-08-13,1357,Terra,MODIS,29,6.1NRT,298.67,23.54,D
47.86944,-53.18137,342.14,1.79,1.31,2025-08-13,1357,Terra,MODIS,80,6.1NRT,297.6,98.08,D
47.87546,-53.15296,330.83,1.8,1.31,2025-08-13,1357,Terra,MODIS,49,6.1NRT,298.26,49.22,D
47.88041,-53.17573,335.58,1.79,1.31,2025-08-13,1357,Terra,MODIS,48,6.1NRT,296.78,67.77,D
47.89263,-53.11939,336.53,1.8,1.32,2025-08-13,1357,Terra,MODIS,61,6.1NRT,298.99,71.25,D
48.70776,-55.56819,314.73,1.32,1.14,2025-08-13,1357,Terra,MODIS,39,6.1NRT,296.85,12.6,D
48.71096,-55.58515,324.66,1.32,1.14,2025-08-13,1357,Terra,MODIS,70,6.1NRT,298.22,27.29,D
48.72385,-55.59783,320.51,1.32,1.14,2025-08-13,1357,Terra,MODIS,32,6.1NRT,298.35,18.85,D
48.74566,-55.54596,312.46,1.32,1.14,2025-08-13,1357,Terra,MODIS,0,6.1NRT,298.21,10.01,D
48.75535,-55.54161,313.77,1.32,1.14,2025-08-13,1357,Terra,MODIS,39,6.1NRT,298.79,11.8,D
62.91127,-117.39857,306.12,2.44,1.51,2025-08-13,1709,Terra,MODIS,48,6.1NRT,291.26,22.75,D
62.91304,-117.44589,306.24,2.45,1.51,2025-08-13,1709,Terra,MODIS,0,6.1NRT,291.44,23.14,D
62.93474,-117.4361,311.59,2.45,1.51,2025-08-13,1709,Terra,MODIS,0,6.1NRT,292.61,35.95,D
49.71587,-98.67302,303.77,2.46,1.51,2025-08-13,1711,Terra,MODIS,49,6.1NRT,290.21,14.84,D
51.58564,-101.88002,307.23,1.52,1.22,2025-08-13,1711,Terra,MODIS,64,6.1NRT,292.61,9.98,D
51.5785,-101.87717,307.1,1.52,1.22,2025-08-13,1711,Terra,MODIS,64,6.1NRT,292.39,9.81,D
47.84649,-53.18962,340.85,1.65,1.26,2025-08-13,1717,Aqua,MODIS,0,6.1NRT,301.2,69.89,D
47.81621,-53.22066,329.37,1.66,1.27,2025-08-13,1717,Aqua,MODIS,0,6.1NRT,299.58,44.16,D
47.81013,-53.19118,335.69,1.66,1.27,2025-08-13,1717,Aqua,MODIS,66,6.1NRT,300.94,58.31,D
48.76807,-55.54804,331.55,2.04,1.39,2025-08-13,1717,Aqua,MODIS,85,6.1NRT,297.61,69.92,D
47.82062,-53.20039,331.35,1.66,1.27,2025-08-13,1717,Aqua,MODIS,62,6.1NRT,301.03,44.27,D
47.89577,-53.12384,349.59,1.64,1.26,2025-08-13,1717,Aqua,MODIS,72,6.1NRT,300.82,107.91,D
47.90007,-53.10365,328.55,1.63,1.26,2025-08-13,1717,Aqua,MODIS,55,6.1NRT,299.97,39.2,D
47.87217,-53.17955,355.98,1.65,1.26,2025-08-13,1717,Aqua,MODIS,0,6.1NRT,301.66,141.89,D
47.86153,-53.17435,338.58,1.65,1.26,2025-08-13,1717,Aqua,MODIS,77,6.1NRT,301.91,62.34,D
47.80988,-53.19553,339.03,1.66,1.27,2025-08-13,1717,Aqua,MODIS,84,6.1NRT,301.2,69.92,D
48.74446,-55.59279,340.96,2.05,1.39,2025-08-13,1717,Aqua,MODIS,79,6.1NRT,299.42,108.41,D
48.75048,-55.56721,352.44,2.04,1.39,2025-08-13,1717,Aqua,MODIS,91,6.1NRT,300.48,173.14,D
48.7565,-55.54167,363.79,2.04,1.39,2025-08-13,1717,Aqua,MODIS,94,6.1NRT,300.32,256.26,D
47.91602,-53.09558,324.39,1.63,1.26,2025-08-13,1717,Aqua,MODIS,0,6.1NRT,298.67,33.48,D
47.91501,-53.08824,336.39,1.63,1.26,2025-08-13,1717,Aqua,MODIS,0,6.1NRT,299.43,63.04,D
62.12258,-113.22723,313,2.17,1.43,2025-08-13,1847,Terra,MODIS,0,6.1NRT,291.29,34.34,D
65.66244,-116.84238,300.14,1.26,1.11,2025-08-13,1847,Terra,MODIS,0,6.1NRT,284.39,6.71,D
65.69968,-123.61376,321.69,1,1,2025-08-13,1847,Terra,MODIS,56,6.1NRT,298.24,12.76,D
65.69762,-123.66184,337.31,1,1,2025-08-13,1847,Terra,MODIS,85,6.1NRT,299.37,31.58,D
65.69242,-123.68964,413.9,1,1,2025-08-13,1847,Terra,MODIS,75,6.1NRT,304.65,342.74,D
65.68928,-123.66939,403.22,1,1,2025-08-13,1847,Terra,MODIS,87,6.1NRT,307.92,265.29,D
65.68613,-123.64913,350.68,1,1,2025-08-13,1847,Terra,MODIS,73,6.1NRT,303.74,54.18,D
65.68407,-123.69718,399.88,1,1,2025-08-13,1847,Terra,MODIS,87,6.1NRT,301.65,249.09,D
65.67149,-123.6162,315.94,1,1,2025-08-13,1847,Terra,MODIS,0,6.1NRT,294.34,9.92,D
65.67258,-123.68447,370.21,1,1,2025-08-13,1847,Terra,MODIS,75,6.1NRT,298.32,114.37,D
62.93966,-117.43103,324.74,1.48,1.2,2025-08-13,1847,Terra,MODIS,0,6.1NRT,281.96,35.16,D
62.93384,-117.40511,316.53,1.49,1.2,2025-08-13,1847,Terra,MODIS,0,6.1NRT,283.28,19.73,D
61.60954,-117.42106,303.96,1.65,1.26,2025-08-13,1849,Terra,MODIS,43,6.1NRT,292.18,8.36,D
61.61601,-117.44862,318.32,1.65,1.26,2025-08-13,1849,Terra,MODIS,78,6.1NRT,292.56,30.15,D
49.14631,-124.769,347.47,2.17,1.43,2025-08-13,1851,Terra,MODIS,72,6.1NRT,293.03,164.83,D
49.13448,-124.72783,421.24,2.19,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,305.5,1247.18,D
49.14006,-124.75193,431.05,2.18,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,310.72,1519.44,D
49.14557,-124.77573,336.33,2.17,1.43,2025-08-13,1851,Terra,MODIS,46,6.1NRT,292.05,96.76,D
49.12208,-124.72359,384.25,2.19,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,296.97,515.76,D
49.12921,-124.75365,365.79,2.18,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,297.1,296.95,D
49.13526,-124.7223,402.4,2.19,1.43,2025-08-13,1851,Terra,MODIS,94,6.1NRT,298.49,825.18,D
49.14071,-124.74532,460.4,2.18,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,314.19,2652.74,D
49.12164,-124.73039,382.58,2.19,1.43,2025-08-13,1851,Terra,MODIS,100,6.1NRT,297.58,491.35,D
51.19571,-63.87026,313.07,1.8,1.31,2025-08-13,1856,Aqua,MODIS,54,6.1NRT,297.96,16.42,D
48.7494,-55.56441,333.28,4.64,1.97,2025-08-13,1856,Aqua,MODIS,65,6.1NRT,296.91,250.76,D
51.71459,-86.17561,334.3,2.39,1.49,2025-08-13,2034,Aqua,MODIS,89,6.1NRT,290.4,124.34,D
49.83363,-98.35033,311.87,1.06,1.03,2025-08-13,2034,Aqua,MODIS,65,6.1NRT,292.85,9.33,D
49.83598,-98.33631,315.05,1.06,1.03,2025-08-13,2034,Aqua,MODIS,73,6.1NRT,294.32,12.04,D
50.17137,-97.31044,303.59,1.01,1.01,2025-08-13,2034,Aqua,MODIS,36,6.1NRT,290.66,2.33,D
