latitude,longitude,scan,track,acq_date,acq_time,satellite,instrument,confidence,daynight
53.814905,-113.1313,2710,6606,2025-08-17,1829,L9,OLI-2,M,D
53.841638,-113.129466,2717,6507,2025-08-17,1829,L9,OLI-2,M,D
53.841369,-113.129453,2717,6508,2025-08-17,1829,L9,OLI-2,H,D
53.846421,-113.118307,2742,6490,2025-08-17,1829,L9,OLI-2,H,D
53.846151,-113.118293,2742,6491,2025-08-17,1829,L9,OLI-2,H,D
53.846429,-113.117851,2743,6490,2025-08-17,1829,L9,OLI-2,H,D
53.846159,-113.117838,2743,6491,2025-08-17,1829,L9,OLI-2,H,D
53.846437,-113.117395,2744,6490,2025-08-17,1829,L9,OLI-2,H,D
53.846167,-113.117382,2744,6491,2025-08-17,1829,L9,OLI-2,H,D
53.796018,-113.101188,2774,6678,2025-08-17,1829,L9,OLI-2,H,D
53.796026,-113.100733,2775,6678,2025-08-17,1829,L9,OLI-2,H,D
53.808264,-113.094965,2789,6633,2025-08-17,1829,L9,OLI-2,H,D
54.465217,-113.110805,2827,4196,2025-08-17,1829,L9,OLI-2,H,D
51.693959,-113.215985,5612,4123,2025-08-17,1829,L9,OLI-2,H,D
51.69369,-113.215972,5612,4124,2025-08-17,1829,L9,OLI-2,H,D
51.69342,-113.215959,5612,4125,2025-08-17,1829,L9,OLI-2,H,D
51.009402,-112.864571,6357,6683,2025-08-17,1829,L9,OLI-2,L,D
51.009409,-112.864144,6358,6683,2025-08-17,1829,L9,OLI-2,L,D
52.278847,-112.803494,6616,1981,2025-08-17,1829,L9,OLI-2,H,D
51.683136,-114.149966,3459,4084,2025-08-17,1829,L9,OLI-2,H,D
51.682867,-114.149947,3459,4085,2025-08-17,1829,L9,OLI-2,H,D
50.943887,-113.948489,3813,6843,2025-08-17,1829,L9,OLI-2,H,D
51.022654,-113.949637,3822,6551,2025-08-17,1829,L9,OLI-2,H,D
50.919818,-113.918363,3880,6935,2025-08-17,1829,L9,OLI-2,H,D
50.956868,-113.915131,3893,6798,2025-08-17,1829,L9,OLI-2,M,D
50.956599,-113.915114,3893,6799,2025-08-17,1829,L9,OLI-2,H,D
52.313033,-113.553144,4916,1803,2025-08-17,1829,L9,OLI-2,H,D
52.313042,-113.552704,4917,1803,2025-08-17,1829,L9,OLI-2,M,D
51.034336,-113.404743,5097,6554,2025-08-17,1829,L9,OLI-2,H,D
51.693951,-113.216419,5611,4123,2025-08-17,1829,L9,OLI-2,H,D
51.693682,-113.216406,5611,4124,2025-08-17,1829,L9,OLI-2,H,D
50.956818,-113.914965,5179,1342,2025-08-17,1830,L9,OLI-2,M,D
50.956829,-113.915391,5178,1342,2025-08-17,1830,L9,OLI-2,M,D
50.919934,-113.918261,5177,1479,2025-08-17,1830,L9,OLI-2,H,D
51.022761,-113.949523,5088,1101,2025-08-17,1830,L9,OLI-2,H,D
50.818174,-114.466385,3906,1905,2025-08-17,1830,L9,OLI-2,H,D
50.818444,-114.466371,3906,1904,2025-08-17,1830,L9,OLI-2,L,D
