latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
58.5164,-103.59129,353.9,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,296.58,5.35,N,0
58.51548,-103.58448,349.49,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,294.24,5.35,N,0
58.51456,-103.57768,326.62,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,287.16,2.24,N,0
58.51364,-103.57087,325.03,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,286.74,2.24,N,0
58.51271,-103.56406,329.75,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,288.72,1.96,N,0
58.5118,-103.55727,303.87,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,285.89,1.96,N,0
58.51308,-103.59293,343.28,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,291.91,5.29,N,3
58.51216,-103.58613,356.28,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,295.56,5.29,N,0
58.51125,-103.57933,341.57,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,291.8,4.55,N,0
58.51032,-103.57253,340.78,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,291.25,4.55,N,0
58.5094,-103.56571,345.34,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,293.79,5.32,N,0
58.50848,-103.55892,333.85,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,290.88,5.32,N,0
58.50792,-103.58097,322.64,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,288.47,4.55,N,3
58.507,-103.57418,337.08,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,290.85,4.55,N,3
58.50608,-103.56738,354.4,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,297.74,5.32,N,3
58.50517,-103.56058,333.44,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,291.15,5.32,N,0
58.50884,-103.58777,306.19,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,284.65,5.29,N,0
58.50147,-103.53333,298.85,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,283.8,1.06,N,0
58.50055,-103.52654,299.31,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,283.77,0.75,N,0
58.49963,-103.51974,297.37,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,282.62,0.75,N,0
58.50276,-103.56903,302.04,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,285.83,0.93,N,3
58.50185,-103.56223,302.26,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,284.71,0.93,N,3
58.49908,-103.54182,297.09,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,282.59,0.82,N,0
58.49723,-103.5282,296.67,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,283.99,1.03,N,0
58.49539,-103.5146,295.81,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,282.88,0.98,N,0
58.49447,-103.50783,303.11,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,283.84,0.98,N,0
58.49355,-103.50107,299.86,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,283.46,0.79,N,0
58.49577,-103.54347,298.12,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,281.8,0.82,N,0
58.49337,-103.55195,295.09,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,280.89,0.48,N,3
58.49245,-103.54514,311.6,0.4,0.37,2025-08-10,0907,N,VIIRS,n,2,284.04,1.52,N,0
58.31091,-102.25992,307.19,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,282.98,0.59,N,0
58.29538,-102.34517,306.1,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.28,3.64,N,0
58.29213,-102.34687,340.81,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,295.46,3.64,N,0
58.29117,-102.34035,356.83,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,298.4,5.15,N,0
58.29022,-102.33383,320.11,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.81,5.15,N,0
58.28927,-102.32731,348.33,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,296.7,4.6,N,0
58.28832,-102.32082,329.88,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.44,4.6,N,0
58.28736,-102.31433,302.84,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.48,0.89,N,0
58.28642,-102.30785,305.96,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.24,0.89,N,0
58.28547,-102.30138,297.18,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.24,0.41,N,0
58.28887,-102.34858,327.04,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.43,4.08,N,0
58.28792,-102.34205,357.03,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,306.89,6.93,N,0
58.28697,-102.33554,345.8,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,295.99,6.93,N,0
58.28602,-102.32904,352.67,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,299.56,5.19,N,0
58.28506,-102.32254,338.92,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,295.03,5.19,N,0
58.28411,-102.31606,314.17,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.33,1.32,N,0
58.28316,-102.30958,297.71,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.9,1.32,N,0
58.28467,-102.34377,332.96,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.2,6.93,N,0
58.28371,-102.33727,339.05,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,293.48,6.93,N,0
58.28276,-102.33076,345.93,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,295.54,5.19,N,0
58.28181,-102.32429,321.85,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.56,5.19,N,0
58.27952,-102.3325,295.78,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,282.34,0.55,N,0
58.24664,-102.33565,306.34,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.28,1.56,N,0
58.24339,-102.33736,330.8,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.25,1.56,N,0
58.24435,-102.34383,303.78,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.33,1.56,N,0
58.24109,-102.34555,330.62,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.28,2.1,N,0
58.243,-102.35851,299.11,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.73,1.77,N,0
58.24205,-102.35203,304.53,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.85,1.77,N,0
58.24014,-102.33907,310,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.4,2.1,N,0
58.23919,-102.33259,295.22,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.56,0.45,N,0
58.24451,-102.39266,334.52,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.95,3.27,N,0
58.2388,-102.35373,336.8,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,292.34,1.77,N,0
58.23784,-102.34726,336.15,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,292.19,2.1,N,0
58.24355,-102.38617,314.65,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.5,1.7,N,0
58.23975,-102.36022,301.37,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.4,1.77,N,0
58.2369,-102.34079,296.27,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.13,2.1,N,0
58.24125,-102.39437,323.16,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.57,1.51,N,0
58.2403,-102.38787,337.76,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.63,2.81,N,0
58.23554,-102.35545,331.1,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291,2.17,N,0
58.24221,-102.40087,302.07,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.08,1.51,N,0
58.23934,-102.38138,314.67,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.29,2.81,N,0
58.2365,-102.36193,304.92,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.59,2.17,N,0
58.23459,-102.34897,313.72,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.89,1.02,N,0
58.20208,-102.1292,297.54,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,280.66,0.4,N,0
58.23705,-102.38958,329.17,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.03,2.81,N,0
58.2361,-102.38309,327.05,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.78,2.81,N,0
58.23229,-102.35717,333.17,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.2,2.17,N,0
58.238,-102.39608,306.35,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.94,1.51,N,0
58.23514,-102.3766,301.77,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.37,1.18,N,0
58.23419,-102.37012,313.29,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.37,1.18,N,0
58.23324,-102.36364,299.12,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.25,2.17,N,0
58.23135,-102.35069,299.78,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.84,1.02,N,0
58.23039,-102.3442,295.05,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.87,1.02,N,0
58.22944,-102.33772,308.82,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.11,1.29,N,0
58.22848,-102.33122,308.11,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286,1.29,N,0
58.2338,-102.39129,331.29,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.51,2.73,N,0
58.23284,-102.3848,321.68,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.3,2.73,N,0
58.23189,-102.37831,329.01,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.34,3,N,0
58.23094,-102.37183,318.5,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.56,3,N,0
58.22998,-102.36536,313.91,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.85,2.04,N,0
58.22904,-102.35887,312.8,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.06,2.04,N,0
58.22809,-102.3524,299.97,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.46,0.53,N,0
58.22714,-102.34591,299.44,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.01,0.53,N,0
58.22427,-102.32646,305.59,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.95,2.3,N,0
58.22333,-102.31999,314.86,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.46,2.3,N,0
58.22238,-102.31353,301.27,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.02,1.06,N,0
58.22142,-102.30707,306.21,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.9,1.06,N,0
58.23054,-102.393,328.31,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.58,2.73,N,0
58.22864,-102.38003,325.34,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.12,3,N,0
58.22768,-102.37354,336.9,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.56,3,N,0
58.22674,-102.36707,330.5,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.45,2.04,N,0
58.22102,-102.32817,324.98,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.8,2.3,N,0
58.22007,-102.3217,340.33,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,294.56,2.3,N,0
58.22959,-102.38651,319.67,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.83,2.73,N,0
58.22483,-102.35411,297.19,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.32,0.53,N,0
58.22388,-102.34762,296.94,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.42,0.53,N,0
58.22293,-102.34113,303.2,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.63,1.66,N,0
58.21912,-102.31525,306.22,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.11,1.06,N,0
58.1914,-102.12794,308.36,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,282.76,0.71,N,0
58.22444,-102.37527,328.28,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.9,2.46,N,0
58.22063,-102.34933,326.56,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.39,2.75,N,0
58.21968,-102.34283,343.86,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,296.88,3.26,N,0
58.21777,-102.32988,330.35,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,292.18,2.36,N,0
58.21682,-102.32341,330.96,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.71,2.36,N,0
58.22729,-102.39471,302.44,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.58,0.84,N,0
58.22633,-102.38822,304.62,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.17,0.84,N,0
58.22538,-102.38174,317.78,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.39,2.46,N,0
58.22348,-102.36878,307.08,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.1,0.75,N,0
58.22253,-102.3623,295.01,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.42,0.75,N,0
58.22158,-102.35582,297.5,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.39,2.75,N,0
58.21872,-102.33636,308.36,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.17,3.26,N,0
58.18816,-102.12968,303.4,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,282.84,0.88,N,0
58.1872,-102.12323,305.03,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.23,1.13,N,0
58.22214,-102.38345,322.59,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.33,2.46,N,0
58.21738,-102.35104,344.41,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,295.6,2.75,N,0
58.21643,-102.34456,345.61,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,296.47,3.26,N,0
58.21262,-102.31866,320.25,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.16,1.8,N,0
58.22403,-102.39642,299.48,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.56,0.84,N,0
58.22309,-102.38993,308.94,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.63,0.84,N,0
58.22118,-102.37698,319.7,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.32,2.46,N,0
58.22023,-102.3705,309.39,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.12,0.75,N,0
58.21928,-102.36402,300.55,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.09,0.75,N,0
58.21833,-102.35754,304.39,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.64,2.75,N,0
58.21547,-102.33807,304.96,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.53,3.26,N,0
58.21452,-102.3316,308.4,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.18,2.36,N,0
58.21357,-102.32513,316.97,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.58,2.36,N,0
58.21413,-102.35275,330.2,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.99,2.1,N,0
58.21318,-102.34628,334.19,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.93,2.26,N,0
58.20937,-102.32039,322.36,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.17,2.08,N,0
58.47498,-104.23961,301.27,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,264.28,0.98,N,0
58.22173,-102.40462,309.97,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.39,1.43,N,0
58.22078,-102.39813,310.33,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.58,1.28,N,0
58.21983,-102.39165,307.3,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.44,1.28,N,0
58.21888,-102.38516,298.59,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.54,1.03,N,0
58.21699,-102.37222,296.22,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.11,0.66,N,0
58.21603,-102.36573,299.8,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.28,0.66,N,0
58.21508,-102.35925,298.34,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.83,2.1,N,0
58.21223,-102.33978,308.62,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.06,2.26,N,0
58.21127,-102.33331,307.91,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.74,1.32,N,0
58.21032,-102.32684,306.49,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.06,1.32,N,0
58.21658,-102.39336,320.79,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.91,1.28,N,0
58.21088,-102.35447,331.31,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.37,2.1,N,0
58.47162,-104.2412,306.41,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,262.81,0.98,N,0
58.21848,-102.40633,317.2,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.16,1.43,N,0
58.21753,-102.39984,302.11,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.25,1.28,N,0
58.21373,-102.37392,309.94,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.18,0.66,N,0
58.21278,-102.36745,300.2,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.31,0.66,N,0
58.21183,-102.36095,306.35,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.54,2.1,N,0
58.20993,-102.34798,318.37,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.17,2.26,N,0
58.46736,-104.23586,334.04,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,265.81,1.91,N,0
58.46917,-104.24976,301.21,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,260.91,1.38,N,0
58.46826,-104.2428,316.03,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,266.37,1.38,N,0
58.21048,-102.37563,298.6,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.26,1.05,N,0
58.20953,-102.36916,308.65,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.75,1.05,N,3
58.20762,-102.35619,318.17,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.19,2.99,N,3
58.20383,-102.33028,300.71,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.42,2.52,N,0
58.17327,-102.12373,313.57,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.34,1.09,N,0
58.20057,-102.33201,343.91,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,294.46,2.52,N,0
58.46581,-104.25136,310.37,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,265.64,1.38,N,0
58.4649,-104.24439,310.31,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,270.02,1.38,N,0
58.464,-104.23744,312.9,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,267.84,1.91,N,0
58.4631,-104.23049,306.64,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,270.37,1.91,N,0
58.20152,-102.33846,305.97,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.99,2.52,N,0
58.17003,-102.12547,298.84,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.1,1.09,N,0
58.46154,-104.24599,320.19,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,275.59,2.32,N,0
58.45974,-104.23209,322.03,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,273.56,2.16,N,0
58.19732,-102.33372,328.14,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.36,2.03,N,0
58.46244,-104.25297,312.77,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,274.59,2.32,N,0
58.46064,-104.23904,319.35,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,273.39,2.16,N,0
58.19827,-102.34019,303.59,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.03,2.03,N,0
58.45818,-104.24757,329.89,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,282.16,2.32,N,0
58.45728,-104.24062,322.39,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.25,2.16,N,0
58.45638,-104.23368,321.31,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,277.37,2.16,N,0
58.20262,-102.39373,324.88,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.25,2.59,N,0
58.45908,-104.25455,315.58,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,276.22,2.32,N,0
58.45548,-104.22675,295.48,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,271.5,0.71,N,0
58.20452,-102.4067,295.15,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.96,0.67,N,0
58.20357,-102.40021,301.16,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.61,0.67,N,0
58.19122,-102.31603,316.51,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.97,1.21,N,0
58.19027,-102.30957,301.12,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.65,1.21,N,0
58.16355,-102.12894,301.42,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,282.17,0.82,N,0
58.45481,-104.24915,330.56,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,283.31,1.79,N,0
58.20126,-102.40842,324.58,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.15,2.79,N,0
58.20031,-102.40192,331.97,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.47,2.79,N,0
58.19937,-102.39542,338.55,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.91,4.05,N,0
58.19842,-102.38895,327.86,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.64,4.05,N,0
58.18797,-102.31776,332.09,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,293.49,1.9,N,0
58.45572,-104.25613,301.38,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,275.98,1.79,N,0
58.45391,-104.2422,313.4,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,280.09,1.72,N,0
58.45302,-104.23527,317.43,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,278.88,1.72,N,0
58.45212,-104.22832,313.75,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,275,1.23,N,0
58.19652,-102.376,301.6,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.22,0.97,N,0
58.19557,-102.36951,307.42,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.68,1.26,N,0
58.19462,-102.36304,303.96,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.59,1.26,N,0
58.19367,-102.35657,298.53,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.52,0.94,N,0
58.19083,-102.33717,298.04,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.81,0.98,N,0
58.18987,-102.3307,297.74,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.54,1.26,N,0
58.18892,-102.32423,304.44,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.85,1.26,N,0
58.18702,-102.31128,305.27,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.33,1.9,N,0
58.16031,-102.13068,298.13,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,281.81,1.49,N,0
58.19611,-102.39714,340.77,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,293.2,4.05,N,0
58.19516,-102.39065,335.62,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.96,4.05,N,0
58.45145,-104.25074,300.01,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.2,1.79,N,0
58.45056,-104.2438,305.75,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.67,1.72,N,0
58.44966,-104.23684,314.64,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.46,1.72,N,0
58.44876,-104.2299,318.65,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,277.42,1.23,N,0
58.44785,-104.22298,302.69,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,267.44,1.23,N,0
58.19706,-102.40363,315.43,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.79,2.79,N,0
58.19421,-102.38418,316.05,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.98,0.97,N,0
58.19327,-102.37771,296.47,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.31,0.97,N,0
58.19232,-102.37123,309.98,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.42,1.26,N,0
58.19137,-102.36475,317.39,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.8,1.26,N,0
58.19043,-102.35828,319.63,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.78,0.94,N,0
58.18948,-102.35181,304.04,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,284.71,0.94,N,0
58.18853,-102.34535,307.71,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.54,0.98,N,0
58.18757,-102.33888,315.65,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.99,0.98,N,0
58.18568,-102.32594,316.53,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287.98,1.26,N,0
58.18472,-102.31947,315.75,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.07,1.9,N,0
58.18377,-102.313,314.49,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.61,1.9,N,0
58.18282,-102.30654,315.37,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,289.46,2.02,N,3
58.17807,-102.27425,297.95,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.59,1.12,N,0
58.19096,-102.38588,326.66,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,290.51,1.82,N,0
58.18812,-102.36646,331.07,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,292.49,3.27,N,0
58.18243,-102.32766,332.17,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,291.61,2.11,N,0
58.18148,-102.32118,321.21,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,287,1.65,N,0
58.17482,-102.27596,340.05,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,292.49,3.15,N,0
58.4463,-104.23843,311.76,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.4,1.23,N,0
58.4454,-104.23148,314.07,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,279.24,1.4,N,0
58.4445,-104.22456,309.93,0.41,0.37,2025-08-10,0907,N,VIIRS,n,2,272.55,1.4,N,0
58.19191,-102.39236,319.46,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.3,3.1,N,0
58.19001,-102.37941,297.38,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.63,1.82,N,0
58.18907,-102.37294,319.85,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,288.56,3.27,N,0
58.18717,-102.35999,313.62,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,286.23,2.36,N,0
58.18623,-102.35353,305.84,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,285.04,2.36,N,0
58.18527,-102.34707,298.56,0.39,0.36,2025-08-10,0907,N,VIIRS,n,2,283.7,0.76,N,0
